ID,ESC1,ESC2,EB1,EB2,EB3,EB4,NSC1,NSC2,NEURON1,NEURON2,LIMB1,LIMB2,LIMB3,LIMB4
Chrdl1,5.754467798,6.04860882,1.156182324,0.898288234,1.061676593,0.393992273,2.357745059,8.758934504,6.580790409,2.529055572,24.16024749,15.25438241,23.80869027,20.38878501
Sox2,0.176560293,0.346096844,0.108703188,0.102550363,0.078911836,0.098360681,1.997204021,1.157583902,0.624672705,0.709256719,0.96575631,1.17730663,1.176238034,1.308677818
N4bp2,0.068829126,0.143176524,0.078955205,0.080961737,0.034964431,0.090666589,0.839128185,0.383960744,0.08025625,0.1211475,0.38265891,0.416915468,0.362468029,0.379988818
Ptprg,1.358490459,3.454569414,0.618663012,0.626843165,0.689910497,0.448094904,1.324508363,1.924331582,0.467342789,0.433392619,2.041620086,2.185458654,2.118509921,1.72493116
SPTB,42.20847907,23.9161693,14.21958834,14.64849523,20.16111736,15.83369593,78.42234393,55.14625399,15.56677548,21.24489355,153.2344916,97.82659179,48.19456548,135.8164932
MYT1,135.6293377,62.36737769,13.79395957,17.87497529,30.27312256,27.40065405,37.51738789,152.955751,21.16039212,20.01677709,243.7068907,108.9632639,80.16502888,170.320561
Hivep3,0.097778971,0.196431378,0.067583842,0.036688778,0.046118516,0.035576501,0.753013536,0.873240329,0.161042901,0.031079327,0.505160263,0.436024823,0.437733675,0.469226763
Gabrg2,0.179803505,0.272555795,0.069782147,0.050390989,0.09236083,0.053878153,0.491744361,0.628204306,0.152895556,0.10170059,0.543913949,0.534155658,0.564700535,0.732985991
Tjap1,0.294051426,0.422285786,0.14013412,0.16506488,0.094704973,0.151035356,0.927906328,1.443114454,0.398704013,0.04786477,0.928792219,1.645942237,1.091717575,1.312665092
Pdzrn4,0.22102575,0.47845192,0.099037079,0.078291213,0.061032423,0.049217236,1.841557465,1.519558441,5.668623836,2.272296465,2.306497927,1.66263996,2.283571593,2.167409732
Dicer1,0.466961901,0.751729981,0.119311995,0.126364828,0.11080498,0.094130812,1.022856882,1.21463693,0.730264932,1.908889919,2.224111036,1.859735787,1.668350628,1.624211802
Trpm7,1.193614753,1.585683683,0.385299375,0.726124149,0.333690888,0.404658744,3.81790465,8.531466691,1.470901855,1.78401903,7.923671999,4.107311702,5.13823447,4.829560714
Lhx1,0.802389801,1.034845768,0.279722376,0.211491531,0.178458261,0.168876912,2.612289671,1.336958294,1.450273937,0.976607039,3.519792307,3.294668812,2.799699977,3.584495642
Hhip,3.289247031,0.352820718,0.112755558,0.113958173,0.107353608,0.080246676,1.150002292,0.678945485,0.301576216,0.179560295,1.448709937,0.781832278,1.171578766,1.423765803
Dlg2,0.183025435,0.290508822,0.084773509,0.076775339,0.065964336,0.049539629,0.874281437,0.6300563,0.193925401,0.096841154,1.079288973,1.083522369,0.967729653,1.049401023
Dcc,0.232662513,0.311710024,0.080236453,0.290516462,0.075014262,0.048556315,1.040540267,1.042688764,0.219562772,0.195379591,1.182966772,1.256732951,1.24110605,1.507233545
Magi1,0.548191553,0.841563394,0.21101484,0.186544868,0.245093793,0.779035621,1.438592644,3.738655303,0.998091822,1.212090431,1.784956347,2.312495256,2.823827252,2.749680226
Phactr1,0.607129777,1.108765282,0.229334749,0.338342281,0.253644054,0.321711599,2.136073904,1.505268366,0.234583768,0.675235267,3.89250362,2.632483705,3.081964246,4.444123652
EED,46.61445225,38.20565259,11.1337683,12.42501705,17.44808303,13.21289626,146.5516291,97.57217583,89.26070534,20.81252508,201.8455276,177.1411348,122.3366909,205.4233319
RBBP6,45.89213555,35.70537738,10.5083807,12.67309284,9.848561212,9.132254789,89.93424681,72.28278914,30.2907237,23.50230137,116.2619486,128.2397236,35.63175178,88.18973759
HEXIM1,56.48487519,30.55399631,8.035900455,8.153736104,8.593295635,11.62786756,72.70875639,72.70210434,15.97975586,12.61434888,147.8022443,83.86527401,69.33796704,77.2700922
PTMS,41.77712793,23.4343504,14.43003979,16.8081709,15.12391997,10.55640159,41.29316161,78.23100027,13.26726559,7.801155337,238.1770166,91.83792034,84.4704988,107.0054969
AUTS2,20.15447472,21.66082755,13.23561243,11.75856969,5.110377084,7.78082292,38.02167182,133.8920819,17.49612582,59.0667217,166.0316304,109.0295464,140.4312674,124.4067907
SETD1B,142.5883914,92.36462705,14.9387059,27.23351162,17.9915253,21.40294878,52.97761224,144.4187192,15.91657365,44.74229287,225.3822493,92.05089313,38.20464932,136.7919936
PURA,64.43008772,51.9299259,9.195865657,13.19343039,13.92215858,11.88302075,41.32825967,210.5303428,23.08157078,35.32908808,346.1216203,98.57036725,133.8398138,186.8428421
ZAFP503,205.681845,69.52564508,16.51648224,55.0253799,17.23613655,26.56857933,57.00691765,38.74695921,70.02097389,61.03829711,212.5859963,76.51243768,118.6692978,157.8390102
Nlk,0.353169827,0.277750004,0.111702666,0.129472606,0.045384428,0.11181474,0.767542532,1.151978991,0.584694545,1.090594202,1.22630247,0.589656056,0.771032766,0.757848292
Jmjd1c,0.081009109,0.143518442,0.083592937,0.074755788,0.100781154,0.089361391,1.115142043,1.136153651,0.550573543,0.976018207,1.352819783,1.051094483,1.115290597,1.311890108
D830031N03Rik,0.140777567,0.304883437,0.077930236,0.087249708,0.074947537,0.091858816,2.080941261,2.31609517,2.013463398,1.98642797,0.488230638,0.393940597,0.480303042,0.539361254
Runx1,0.197735231,0.257327139,0.124757575,0.103300054,0.092586935,0.093598743,1.3603645,0.569100315,0.802881182,1.645911072,1.082691742,1.267947246,1.160222471,1.957420241
Srsf11,0.041081284,0.099287009,0.061523406,0.059415197,0.050321404,0.044763733,0.257912232,0.604980712,0.545081384,0.501513339,0.494365433,0.321470899,0.570646848,0.412286661
Zfp462,0.217522938,0.300057394,0.156061307,0.242050171,0.114985081,0.097369449,2.171352534,2.564645314,1.266767795,1.192587067,1.903571158,1.905416014,1.61643574,1.502282485
Slc12a5,7.67738322,8.199342869,0.952091909,1.112888265,0.288818195,0.805559914,8.362379195,14.04102605,10.85688634,9.872319946,20.04719764,22.22864464,17.36112353,19.21589089
Smarca2,0.121396015,0.226959217,0.077613085,0.11877578,0.051374248,0.059454756,2.834973255,1.172660628,0.45313719,0.371846219,1.52838245,1.683797136,1.5981421,1.539861574
Taok1,0.785712925,1.013888831,0.391524951,0.283846985,0.31554643,0.295394647,1.737922525,2.362785659,2.357372809,2.289428264,2.67301744,1.909968479,1.619399433,2.274590303
Ank3,0.232616335,0.42248175,0.127475829,0.120813166,0.082398103,0.063871981,3.154401981,13.64227939,0.886002097,0.941730684,3.072438026,1.607106491,2.234495215,3.411707708
Rai1,2.421307881,2.621972767,0.2103609,0.470488893,0.891185653,0.975388766,2.754885452,4.690033607,3.571405221,4.576536249,11.93718935,7.035133982,7.174101564,7.884355421
Lrrtm3,0.049396081,0.136184945,0.062573367,0.042214587,0.051355063,0.073797968,1.05841824,0.553882795,2.99148646,21.59762648,0.593114083,0.639781043,0.629746605,0.596656968
Tial1,1.611038861,1.818472565,0.764224524,0.55095315,0.429860999,0.37244365,21.58216536,20.40667283,1.42778942,7.49627072,3.017611465,2.592699841,3.100005671,4.604598156
Senp3,7.466316997,9.621999328,1.324002534,1.477643083,1.477514915,1.740853827,25.50239786,25.87041478,15.26999393,21.29051397,10.70104467,9.835745674,8.505410896,14.16783443
FAM193B,82.26331047,40.13373333,22.7450857,32.41521509,25.30936067,21.81915762,49.78924851,287.5681109,69.19184797,128.5889218,147.6850684,75.51672094,231.6798196,298.558744
PPM1B,74.45117869,42.02735508,17.90872008,11.380265,24.75564559,19.46656835,165.9193114,300.1738066,36.36843633,187.4668734,274.2849291,101.6173839,179.619361,301.0395188
DEDD,100.8955489,137.2396259,19.08241891,32.64610629,1.635418566,47.53461654,176.1926148,181.2654215,25.46603188,158.5412815,146.7894924,525.9047258,20.48928351,51.89066467
HCV,1.417929556,1.167220399,0.706928912,0.432933222,0.724766745,0.565326428,1.195982955,2.737970912,1.04107596,6.434361049,2.855727418,1.775484625,3.726403514,4.308210153
S3C1,0.089400975,0.072233297,0.058214667,0.042722821,0.407076929,0.052869829,0.597341628,1.46875957,0.944251271,4.760477627,0.330892611,0.202744707,0.436418479,0.355371774
CSDE1,2.544515413,2.118178836,1.122013494,1.025383702,0.504896123,0.388779657,4.712128129,13.36996647,17.03773793,31.60125993,2.777331582,3.259240677,3.402845756,3.940115207
KMT2E,0.376101035,0.462084555,0.21850679,0.109458924,0.090472754,0.161906905,0.774192248,0.859809474,0.631599862,3.034290806,1.299594377,0.897363229,1.416438124,1.251777252
TBR1,0.187587622,0.171320634,0.125465015,0.087688972,0.296550369,0.071751418,0.714287755,0.766836613,1.112628076,0.747436287,0.793409086,0.639494826,1.201304604,1.744515019
LRP1,0.709439746,0.510227992,0.114982843,0.130649611,0.097494334,0.093037285,0.756518639,1.172725702,1.805835927,3.345600505,1.288584403,0.736758207,1.631332584,5.70271754
EIF4G3,23.19019172,28.83788113,20.02305251,11.11614526,12.58764898,18.55728001,142.4473651,163.7862632,174.9484849,187.1398434,151.6083035,209.4143162,159.6779935,23.69918352
CNTN6,0.136652545,0.115356265,0.35350074,0.160864953,0.100994513,0.182967191,1.256951292,1.105880692,1.085727046,0.907260173,0.817926874,0.667816546,0.966674888,1.131336053
PBX1,0.049072587,0.046522586,0.035047385,0.016507014,0.69318094,0.033182648,0.251228421,0.86500135,0.09455066,0.858231591,0.02606716,0.026337527,0.025752833,0.026550925
CACNG2,0.091392868,0.091725632,0.10825407,0.081556879,0.066835468,0.062268447,0.337624482,0.830405492,0.081843844,0.20959553,0.30941011,0.266232072,0.506011948,0.520587925
CHD2,0.360701168,0.228464561,0.061836225,0.037637467,0.352939051,0.064328479,0.662422532,0.934426767,0.819196779,1.213144689,0.410729064,0.435580005,0.486810203,0.545970478
MBNL1,23.73292704,29.85038544,14.67451697,29.19001657,26.67840536,18.7650604,178.7626896,120.1888857,166.6378178,668.7456469,171.6191507,436.7843984,39.74261923,388.3880066
INTS6,0.62498888,0.511811753,0.202510193,0.192658261,0.105749183,0.133395253,0.783997728,1.035175526,1.298387326,6.588214243,0.836502533,0.924047495,0.738908407,1.63463467
DLG3,0.281485403,0.212240081,0.092828061,0.051594779,0.053421668,0.054904998,0.700682308,1.661981254,2.148653873,8.136907941,0.701368452,0.585662365,0.963618782,0.828441547
FGF9,0.124151449,0.130885824,0.090902516,0.04403408,0.048813996,0.028454328,0.418325677,0.676467993,0.422595608,0.466092878,0.368454218,0.332078416,0.475476421,0.734832688
SRGAP2,1.595885392,1.507160068,0.473407474,0.241400941,0.271778634,0.318081606,1.357147002,7.813240371,3.600319471,5.114824378,9.888065842,6.780636194,9.238895335,10.98708477
SERTAD2,0.413664299,0.420431317,0.184638672,0.201634097,0.103928836,0.118575595,3.709293783,2.196552641,0.844516821,2.460096534,2.476474334,1.967538192,2.063517596,1.351529277
NLK,0.199865961,0.164094697,0.109778207,0.099099173,0.057090142,0.077868687,0.655912302,0.472598072,0.263163758,0.885172796,0.715313624,0.584509732,0.908895753,1.187477427
TCF7L2,0.198100558,0.161438455,0.12427024,0.047259417,0.043322146,0.047764684,0.668177252,1.07407329,0.560355998,0.728852161,0.850889973,0.443180168,0.521968359,0.639497781
CNOT3,8.386431791,6.815085714,3.95630892,3.580978064,2.284977194,2.492100573,19.45469229,19.83631505,10.54188307,38.42695276,16.46049152,12.70969228,10.58801521,15.03936292
CTDSP2,11.6154119,8.776284483,3.756856683,7.095923705,6.156114614,7.402635667,2.27351903,8.08186606,13.99128599,45.53619188,7.095145712,4.015588973,8.659066173,5.02349572
RFX7,0.634950892,0.609098949,0.222446065,0.311359618,0.175098039,0.205325444,2.02899979,3.390016415,2.009701388,6.503215819,1.413040152,1.422449701,1.847163533,1.766202696
ELAVL4,0.199663568,0.173205622,0.050976257,0.060160668,0.040014672,0.085640752,1.235296949,0.992248122,1.726481887,3.898180867,4.895677238,3.992414081,5.391529713,4.940524185
BRD2,153.6326629,120.0493249,33.34312204,11.08834781,21.52461835,11.36923783,17.63743768,23.05663532,37.21288182,264.9111713,109.9484347,97.19277705,77.72336354,33.15486931
DLX1,6.484817687,6.342834263,0.778483677,1.037544281,1.710755373,1.154143808,2.494346655,5.957674059,9.066024949,39.02720162,19.47244418,24.89392069,13.99173525,21.66636618
PABC1,0.519689089,0.444342995,0.330745101,0.15099345,0.101664218,0.129800173,1.326245913,1.398500763,1.399862459,7.225128737,2.681152193,3.32080354,3.057496983,5.041474406
Vmn1r71,1.044444115,1.772279482,0.727270023,0.423998208,0.396036673,0.390473424,0.809525321,0.853445229,1.515490351,24.96004796,1.716591266,1.388895062,1.323745872,1.020201816
IGF1,0.277933899,0.248423939,0.179608455,0.136561008,0.087604805,0.181815227,0.71544459,0.92000064,0.242163744,0.566137854,0.388099402,0.494784666,0.401275688,0.541632424
SREK1,29.95059166,42.34980045,12.80616986,12.9239921,18.92242531,15.23513173,92.06814682,123.4813014,26.72453064,239.1465914,162.0540103,199.0435959,22.44916755,42.46972039
DDX6,0.20368996,0.185355806,0.113432306,0.059977756,0.104604564,0.06786554,0.585365333,0.991525496,0.352998538,0.417589087,0.756335231,0.688590361,1.016752224,0.867283987
AMD1,0.09749602,0.100220887,0.064784066,0.049796746,0.022521593,0.050137064,0.402824695,0.45356852,0.188062268,0.244678986,0.642961706,0.613550196,0.651820706,1.412308634
ELK3,0.656566633,0.745344126,0.371753308,0.413789417,0.1379266,0.181659675,0.726885037,1.742181294,2.375410236,4.222069882,3.416046844,1.638445618,3.57981587,3.429781147
BCL2,0.536462444,0.521157789,0.407559989,0.181293474,0.135375449,0.338087143,1.108694865,2.276340287,0.826672683,2.466858102,3.896299736,4.086025423,4.259882552,6.410467034
ELK3,5.974155237,6.803905605,3.830178139,4.073691382,2.745231502,3.078549715,12.08696253,33.01972585,2.529023954,15.95086116,6.155474497,3.213957887,4.915920582,6.812964244
PDGFB,1.004985753,1.001124091,0.278596326,0.25169283,0.258123908,0.211206452,1.513343244,2.398395135,1.035234774,7.587771811,1.955840177,1.738797823,1.840810898,2.782781099
KDM2A,2.156787891,1.890027693,0.608675727,0.625755104,0.727652911,0.460586385,4.243526524,8.967864035,3.958973181,6.975109161,4.113879069,2.330444323,5.023690086,4.749159257
HOXC9,0.154411612,0.139397382,0.13197527,0.067624563,0.030371002,0.068708793,0.654928486,1.889721399,0.928662795,7.77975596,0.602689826,0.458061641,0.508499568,0.694914731
ANKS1B,0.147108685,0.141828752,0.133761974,0.073507348,0.045227389,0.06159003,0.701300641,0.906832877,0.868037762,2.747244502,0.395998501,0.527117965,0.715672379,0.860520582
EBF3,5.237578603,5.056237636,1.057515918,1.139480882,1.042832208,1.133437244,3.046028207,14.97633773,8.981398132,20.20084231,5.577031112,5.544066497,6.325431385,9.074957714
MLLT3,0.602397457,0.453619784,0.414032786,0.260500494,0.251304946,0.091344274,1.6200138,1.246992488,1.765551463,4.513772385,1.896432667,1.554305641,2.322859385,3.178034958
NFATC2,1.54867656,1.692317751,0.754542231,0.593747705,1.058824827,0.51960471,0.972973156,0.969697199,1.377186695,3.165463891,0.863632231,0.906832877,0.971428844,1.446285568
ZFX,3.838030617,3.099464796,1.430568068,1.058931446,0.724966193,0.802936337,7.771338816,10.60213817,2.822076259,8.880914492,13.37079395,13.53925586,9.565024923,15.93200048
SMAD6,0.90060618,0.701206816,0.29778921,0.316319148,0.197187074,0.119872484,1.298247974,1.627911303,2.270239273,2.643403003,1.799030918,1.508383382,1.789321227,1.809698956
BCL11A,0.188117109,0.154745411,0.067754076,0.071805033,0.052821428,0.090277111,0.702244919,0.799996667,0.68322561,1.420550651,0.901725253,0.707388291,1.051709459,0.874674798
AMD1,0.094431264,0.091663127,0.080420153,0.034597308,0.041825977,0.068676218,0.245823655,0.505926807,0.079044994,0.189761383,0.659547117,0.511071556,0.703710035,0.781471655
AHDC1,0.243262535,0.231977672,0.203672387,0.101078155,0.046445221,0.07957425,0.503567806,1.280826844,0.366416664,0.968692012,0.962894833,0.840542121,1.121074068,1.791773161
TMTC2,3.044241829,2.971168637,0.427890594,0.273861367,0.377017148,0.399771779,2.055054541,1.690911901,3.718465831,3.854536331,11.15827158,9.357730982,11.06796145,9.305353883
RFX4,0.157960145,0.192256714,0.093131985,0.131088755,0.044864068,0.1164059,0.881353203,1.459465303,2.976912358,3.577206594,1.361024171,0.849234396,1.145795104,1.684907083
GPR22,0.171700111,0.154506868,0.295594409,0.138549962,0.119639582,0.084567809,0.674526655,0.81818292,1.130525545,0.153469229,0.377448369,0.237905011,0.383190468,0.251159267
PTP4A1,14.02012529,28.91189924,6.203715011,7.315053741,12.67403293,12.33426719,84.32493742,135.3787455,117.5292756,259.9597621,119.2221067,71.89220955,37.19184146,48.60873782
EPHB1,0.580043334,0.548276601,0.133781611,0.17547268,0.113583384,0.122256993,0.851240899,1.241762408,0.793222147,1.300314012,1.58389254,1.01269941,1.71716219,1.911916942
PTEN,3.135849046,2.44522135,0.69002185,0.463087248,0.36475102,0.332326929,16.55063528,9.50973193,2.556875553,9.211643603,4.526018235,3.361298347,4.452848292,3.650655088
JPH4,10.42733967,12.17382525,9.364053717,8.145579471,24.59506373,5.673389372,90.31296572,181.3552205,33.75161439,291.8496008,99.67100329,64.08361336,22.99159192,101.6751767
HOXA7 LONG,3.0982804,2.014266995,1.040083124,0.890457576,1.009008626,1.180718457,10.93741612,10.25355409,4.419924982,21.99043008,4.935987501,5.67668706,5.300955018,5.396961762
ZFX,1.921943335,2.494263012,0.722485909,0.403593242,0.435022471,0.699995217,0.634143625,1.583337191,4.656160927,6.407081221,6.742644336,7.703180017,10.90582568,11.84900569
JARID2,0.31612147,0.349218895,0.232949822,0.21766894,0.101483206,0.15678066,1.143605356,1.063347556,0.833431969,2.761882381,2.325108812,2.166073036,2.898021631,3.196648663
CHTOP,0.383652714,0.429244811,0.265369169,0.249177227,0.159719219,0.124557996,1.281022157,1.544183121,0.512448024,2.037472187,0.785056029,0.512886367,0.754669879,0.539203645
SLITRK1,0.309129575,0.425453977,0.340553365,0.176309914,0.20789115,0.08753062,1.896124051,37.49398162,0.934484697,4.322572103,1.330915471,0.870523562,1.093723309,1.571761245
ELAVL2,0.14688183,0.154875124,0.119729193,0.075699509,0.069027114,0.054238626,1.228399825,1.708038627,0.537700672,2.273916853,0.665115191,0.564747845,0.764907991,1.058966389
NR2F2,0.199097342,0.155054823,0.146083079,0.08174332,0.066406464,0.066043105,0.5828512,1.344824614,0.287064244,0.442601268,0.809318827,1.126170982,0.985771326,1.862546873
MEIS1,0.151114272,0.156679255,0.10120079,0.065089661,0.049519913,0.062106592,2.283538314,1.411774317,0.425115686,1.341228086,1.104495357,1.207696579,1.429536864,1.433343054
RBM6,0.302072187,0.340018688,0.156830104,0.082940902,0.077794884,0.070422331,2.579039571,3.397638553,1.196430438,4.549477992,0.702545628,0.614357969,0.640310431,0.539037311
GPBP1,0.647678293,0.696205473,0.261425782,0.216483537,0.177492188,0.357349894,8.788667894,16.94782468,4.201472031,9.695001612,1.360809718,0.689534082,1.141747317,1.695811545
PCDH17,1.810346463,1.707491786,0.343353157,0.312497049,0.13078169,0.288210108,0.9900001,1.200005,4.694706015,4.413096516,3.42454424,2.910637804,3.236779705,2.729636939
MAML3,0.313607855,0.309942114,0.238841442,0.158142458,0.110799581,0.123541556,1.02962941,1.715286699,1.543398428,2.709617506,2.098912621,1.807091915,2.368845567,1.871620256
PRF,0.075926376,0.078483767,0.051586187,0.046934559,0.027542483,0.037910569,0.328800811,0.902439619,1.254800513,6.660713158,0.369603265,0.298879088,0.27874993,0.358204558
EMCV,3.579792725,2.917272556,1.105664934,1.233682028,0.679058843,0.629656138,1.031007512,1.15789355,0.937660867,4.716837341,4.944414317,3.411153258,4.160505306,3.788812237
CRPV,0.108072381,0.070640357,0.187723643,0.088569354,0.035035731,0.044400094,1.033898018,1.15254108,0.14158082,0.17597788,0.253686493,0.236696631,0.32952064,0.477942122
CHTOP,0.427842582,0.263738968,0.126978735,0.109239125,0.03466264,0.103272736,1.514928993,1.481259492,0.89056373,2.576124134,0.751353886,0.646947735,0.91796232,1.137093239
BMP5,0.364292679,0.399984616,0.259088285,0.252827127,0.187299249,0.242184497,0.531743399,1.053096875,0.372325719,0.374007002,0.632996773,0.713948921,1.076816807,0.834813555
PRRX1,0.826567136,0.900300901,0.269735725,0.12543414,0.093623086,0.186145202,5.609921871,0.713176642,0.859508424,0.665464352,1.966248377,1.941572745,2.65623948,4.68285814
TCF4,0.103914731,0.097320421,0.137149013,0.122108676,0.028159783,0.073467817,0.831684835,1.443826474,0.754624248,4.52113381,0.402371052,0.37106776,0.351284008,0.910200651
HOXA9,2.217068085,2.162188093,0.995614093,1.275512495,1.05752136,1.07048365,1.16779082,1.487351346,11.28536312,74.86907066,8.747126252,5.656342261,15.96332246,32.46703747
MAPK6,0.164651806,0.17998122,0.112702326,0.114579688,0.080440981,0.035256899,0.956204699,1.12716616,0.801448479,2.166732648,0.428549482,0.593180007,0.543658354,0.479828531
HOXD3,0.603483632,0.422559968,0.131872507,0.10495758,0.099990001,0.19872806,1.208330853,1.393271178,0.343000139,1.124085373,1.291082075,0.78766613,1.372711511,1.484425742
HOXA10,0.113171056,0.074848303,0.081418534,0.039570721,0.043644795,0.037251032,0.790957164,1.258331181,1.073300787,5.060315809,0.127898638,0.207058654,0.127945254,0.183364274
HOXA7_SHORT,0.083488514,0.095468243,0.090666872,0.039757107,0.041111971,0.052255573,0.861539527,1.366663611,1.253372498,7.321142338,0.184591458,0.137896348,0.14548209,0.282998108
HOXB3,0.500316215,0.420536425,0.216911087,0.108909913,0.151073761,0.205338033,5.797179196,6.600309331,1.088351864,4.660496358,0.93413871,0.876715895,1.322330114,1.155468961
HOXB8 ,1.588117775,1.167209925,0.288844067,0.441194527,0.200814091,0.392376927,1.238935939,3.979687213,5.620181823,10.08151688,3.68389454,3.004407092,4.293349754,3.667418266
ESCO1,127.0200877,53.8497171,17.91824001,9.467081266,11.48572786,18.71899637,58.0851609,195.6014096,90.37714466,216.1211932,169.6465327,247.669147,24.83917123,23.58047285
TTBK2,25.98307259,33.24664458,8.807152881,3.428628356,9.675161308,16.80340586,62.98928698,95.81991281,42.54240673,279.4926853,55.07485116,154.0851396,22.70121632,174.6740303
CTCF,33.64791754,24.17320461,8.328106487,12.08270692,8.818551421,11.57234591,80.05988568,101.0994058,91.16236938,233.7805661,107.0679889,108.9368028,35.89794566,24.60870754
FXR2,17.98316682,20.99203575,10.47239114,9.51422464,5.546625365,23.59607437,48.93420326,89.48372886,93.45062511,459.4660532,105.4223467,63.86836132,33.28062714,70.56573417
GDF5,25.73728354,36.70702029,9.823146588,9.051717507,28.18887554,35.00624994,50.30353155,58.53915549,38.59297564,111.9566457,144.2944854,127.2282473,23.40039157,36.76338621
NCDN,24.82969713,24.83313144,10.7083676,13.49487767,26.09505244,11.92732177,58.26217015,123.7469242,61.61275004,140.8285405,119.8554936,42.0866617,19.70047472,118.8870757
PTP4A2,25.02118402,42.45416021,6.107311542,11.30073916,14.60641716,18.6571393,104.1691376,116.2769158,103.6505638,942.211791,159.1260062,95.07738221,109.9523594,59.15250196
EXT1,1.522128123,1.384612097,0.438092018,0.386789747,0.567899665,0.304346049,0.729726759,0.929204166,8.040394072,1.744407026,0.896826216,0.763777451,1.814627479,3.025545192
SPEN,0.890625342,0.915491906,7.666948946,4.495572112,7.13746924,12.50603944,14.39710603,17.26606065,43.58712081,93.06309951,49.69064351,71.23296468,27.07083371,20.1975866
MLL5,1.798166989,1.975008542,0.635590376,0.54463978,0.374997356,0.518178926,0.836735805,0.832062351,1.412374163,0.535607578,0.98192782,0.712704832,1.006622473,1.206671956
C3HC4,22.59855081,30.96131893,10.21937329,10.77685987,12.0645103,11.97343661,56.40734487,63.00221677,98.98309238,143.1919514,150.0235105,99.71212296,256.5344202,33.07256699
DCN,31.34804307,33.74137969,5.461679815,12.8490817,19.14150999,7.363896692,69.7417782,100.5462632,463.4842639,707.0219876,150.2771554,124.9478218,35.57937888,86.84937571
HAS2,42.72675391,28.23792064,13.11703201,11.34054728,13.34778904,15.31316226,30.83230187,51.70017256,85.59949582,178.2515848,76.94685893,91.79492439,181.6397205,25.83614026
BARHL1,33.45322842,43.47346936,9.438586793,11.09672022,11.3214873,22.45453593,209.5800983,174.7231667,194.1846035,324.5600317,204.2474317,183.8524705,200.1376128,38.86438722
TRPS1,45.47805622,54.16021533,24.12789517,21.56478352,8.379605151,16.06123939,135.9091925,111.0395283,352.5010944,716.3819518,211.7913986,220.8593251,239.2858744,20.55602517
PAFAH1B1,115.4450444,56.58718727,14.73574114,47.64989465,3.828344301,29.43764696,129.0034632,200.5296626,263.1230086,860.694204,243.6780172,175.8924901,47.54532938,21.75478532
