"ES1","ES2","ES3","ES4","NSC1","NSC2","NSC3","NSC4","NSC5","NSC6","NSC7","NEU1","NEU2","NEU3","NEU4","NEU5","NEU6","ML1","ML2","ML3","ML4","ML5","ML6","EB1","EB2","EB3","EB4"
1.43269580094816,0.715635140755634,0.505810884931025,0.401478751876236,8.35599631214392,16.2011969365684,4.84047450125847,6.29656660362784,5.03273824520634,4.18186955231893,4.57202862569287,1.44070139850428,1.83039275547344,0.564441984422791,0.668278994705157,0.326974882653996,0.390323739735872,1.10745063836818,1.85960013204029,1.01889127706863,1.17699214681791,0.266129962732633,0.188608941654375,0.298354237275398,0.287020821408419,0.312182519952227,0.238413830807424
3.87846114887589,1.38569573312888,1.1670763429826,1.55540536850441,NA,NA,0.921649799698114,1.53067677637243,1.05225532795365,1.18233686746611,0.891780186655846,1.108572114272,1.17689997256357,2.03736864774289,1.8235735060418,0.962521203856121,0.569491835194088,3.28200735244263,4.92964664413048,2.97356258990572,2.35837697404629,0.698107823065947,0.435939974556689,0.675777568331763,0.456820386680824,0.420187394773443,0.500528667897875
NA,NA,NA,NA,25.9297287001655,101.465138766268,NA,NA,NA,NA,NA,146.475719820886,27.1969852433632,399.008092327654,1253.50910992459,NA,NA,39.0864471696927,17.1148022391484,234.815946392726,163.792941383524,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,29.3797394516819,29.0092475309759,NA,NA,NA,NA,NA,65.6877966010528,37.0035819707472,NA,96.6048692341767,NA,NA,42.3991151945063,19.869606977579,117.083957666283,121.382648835377,NA,NA,NA,NA,NA,NA
0.973034481439691,0.997484814567954,1.86971287844939,1.19286317777446,3.37985173183462,1.9243917093482,1.31954716683431,1.36287606105518,1.11619398959239,0.949465795069148,1.1622180764369,0.960885801221354,1.32399099427209,1.46675778397708,1.56000556764403,0.544033124025794,0.97128423210565,2.51339548974188,3.82349241077533,2.19679613226778,2.51912398196136,1.04029787755435,0.459755284423391,0.238018148538609,0.400177532963553,0.256926332005675,0.431645546759775
0.0972442052473855,0.118333902491324,0.231760345271879,0.171275808019819,0.62499879808848,NA,0.0797807522973732,0.115466210963059,0.0624372568318824,0.10734578339828,0.0489591698066588,0.100452021205084,0.128355751472279,0.145625209596068,0.0938942991041333,0.0538196948682386,0.149220483300354,0.289578861335896,0.398648422825745,0.225168950206207,0.238390717341357,0.117478639682723,0.0882203164241982,0.0592841145627487,0.0676007492377351,0.0377791226525822,0.0451363909111667
5.91540086856577,7.57057373058378,13.9644475514,8.63815683636311,NA,7.11317264626623,9.6230842534831,8.75402639073712,10.9665232295237,8.32347220598653,7.25414422975399,9.47490712017362,15.8921012450811,27.5934706197327,34.018287120521,4.37837574439492,3.21021657741223,8.76237096945834,6.73392756819306,9.82175037857603,10.4525993740622,0.0144648410532891,2.04148826621863,2.18343704435538,2.92865311498967,2.48990829565144,2.57629296078875
0.181857506061819,0.177336137486467,0.250642105589549,0.156626468840898,NA,NA,0.566520602739021,0.405339735552136,0.317281203297076,0.188694733527475,0.350696274445756,2.94525149837839,1.59367257820159,0.329977717211152,0.245888042114284,0.0935870953448366,0.15868679799853,0.511638428552827,1.06447873804583,0.361803620219615,0.627177963588698,0.181379424734885,0.0963986222820735,0.120828081870736,0.13679631272799,0.0513099268510885,0.0378615658319525
0.453765872494808,0.234150629622888,0.36529497466246,0.218691793166376,0.55555017421305,0.759334946038016,0.19585614759433,0.457459618347306,0.287612085379661,0.328564752363713,0.269354001073878,0.257453894148444,0.645263074327006,0.268607346961785,0.320516127673688,0.430637582873092,0.208738574088398,0.953157134451684,0.819218526744663,0.676332329286944,1.01939163940273,0.0242264310094551,0.154764189035291,0.22884132100279,0.111522313646843,0.15725693185665,0.0921735648039259
0.508265533794596,0.181954924263754,0.450348127804658,0.335016001847636,NA,NA,0.427211594753248,0.505079574922459,0.485559888560471,0.460426513576446,0.187679595454072,0.609923509788725,0.474402097844067,0.343965259695668,0.528141000110366,0.136544715592588,0.179886585998962,0.671655680341785,1.06334160689507,0.766899502724099,0.835552476619328,0.278481969889393,0.070258775487146,0.153493048013141,0.126170837805774,0.084278951201748,0.0628895833231768
0.27194774517393,0.199326332307575,NA,NA,NA,NA,0.335099828551267,0.510251071772887,0.506013587346106,0.372459723211364,0.417483834411039,0.205135831714911,0.304928242328654,0.194061297988583,0.664062138081193,0.186516570393493,0.157192990557108,0.672960911049554,0.925982191468062,0.917282493478375,0.837257211958012,0.206781453991898,0.105886369921383,0.151507700831984,0.085424766452376,0.0877556948100906,0.0432261213107135
0.397511374301573,0.402437982191529,0.882083426609955,0.718678486847478,NA,NA,1.26228889761664,0.990496662787107,1.96012667197725,2.29421840547754,1.80083879476652,NA,NA,1.31141058530906,2.18341943676182,0.75260433927141,0.593450704911484,1.47797360322345,2.33025686239739,1.13425258356834,2.07732777797394,0.377063654590486,0.288252562354524,0.172031596074861,0.158846468481205,0.0986850790455713,0.188170081538783
1.74553097268591,2.02940061057701,1.83335432067673,NA,NA,NA,2.55452804197378,2.20009105394946,2.14660673875764,2.55290175293379,2.81731194857957,3.46734252401555,1.56220915041911,3.77261723375621,4.50901121594782,2.44096653892035,2.72804198731365,7.2924737748805,8.29585189002172,7.30698413944724,8.9656970076113,2.24059004843681,1.65940743097709,0.941698727434152,0.684289686427009,1.46259132633945,0.731988053331609
0.204832931068843,0.1418029959712,NA,NA,1.89209377628927,0.629725924104139,0.289236995549687,0.351138803278532,0.3090338489128,0.346872406811166,0.215790956088785,0.201278567946549,0.303634099738632,NA,NA,0.0803393990353204,0.286329666055454,1.42574068000437,1.77532796725661,1.62842840535134,1.93973208182218,0.31371809835288,0.209184526586787,0.0907094415034973,0.0842960769307557,0.0499118059783787,0.0612016005375039
0.104077348350089,0.0981642630139089,0.289395341640712,0.216112714645725,1.00799990400115,0.583731256160228,0.268879077022901,0.276766257098059,0.165845719597422,0.354955079379329,0.235848419567381,0.21003798052095,0.25703899437418,0.339411998669857,0.312655998355207,0.144871124316357,0.14771096334892,0.438645674351354,0.581841424459208,0.52770889205213,0.529954608364062,0.183310393122766,0.101121579040988,0.0666596925891506,0.0352876732563579,0.0465935967695414,0.0494100557814533
0.16106745339949,0.294018402702897,0.367777487340656,0.33621481478914,NA,NA,0.332544572015309,0.34257709918524,0.19353673533981,0.280518021007548,0.249871528457384,0.376741149307865,0.321949033751984,0.578914686107592,0.482585036134998,0.142134577537441,0.221099328708656,1.51843110234778,1.44039478382342,0.792361906030892,1.36897564754114,0.324677630744514,0.204286116454746,0.0928585553749989,0.0785839721589633,0.0608898908519985,0.0573027475756685
15.4382299964719,6.58393809985416,4.13409189339948,4.87823630977909,7.36971893658679,12.4215306426566,37.4558518689629,39.4025410990332,16.1921478135638,9.60809898172615,16.5444929377943,2.83388001413517,3.62858693415576,1.89920585904726,8.49397413765024,1.35878777378323,2.45343117958323,5.83630676399832,7.39298018070738,9.6466270278206,8.25625845078651,2.07049065285843,1.13061230636905,1.06976646837486,1.01559606560445,0.954007129801546,1.2034279287133
0.93898437869698,0.629535004513682,0.951454035072147,1.07985286010304,NA,0.928270950156749,0.291279166536633,0.313916814395673,0.521780989343225,0.460634579430811,0.346120714913566,0.281489419834395,0.830078359927595,1.43572300884669,1.36007032716387,1.33745249890508,0.953491257755217,2.22196549118545,3.47686107343538,1.67420555924206,2.03132136713929,0.639399272942608,0.288969427560555,0.606187446447779,0.247767160878921,0.638784819167587,0.16684022237525
3.5658518930238,2.05978171604042,2.2939802565553,2.38834337776131,4.55575355871506,6.80716339907447,7.67604979646106,8.19981945977861,5.84654260836846,4.17412845418267,2.89764734277308,1.40721440801667,1.62526017012397,2.85098499974771,2.42278799514221,0.905578296386866,2.1713474495182,5.24820274684661,3.66981638332125,5.15658499290485,4.933531060901,1.36055740742509,0.946123851081608,0.39280942003641,0.53570358613164,0.549312081408027,0.420150879457802
0.995201736562465,1.17537884705515,1.84330457754362,1.20253330126623,NA,4.98171030914038,0.816720846522436,1.26199613289841,1.00559684785529,0.73563641844031,1.5660496142306,NA,NA,3.1521147475115,6.35457781313425,1.16707131481154,1.40597757172294,4.21948913612344,5.56139196475886,3.3860583246764,4.26070210631896,0.692432180931766,0.668035102256036,0.293784515908351,0.271232629799068,0.176019889383599,0.323142974968506
1.16167750829853,1.14441260006273,1.27487610976371,1.18039896944005,NA,NA,1.12189765039694,1.03036156466135,1.60391383476825,0.876428457014714,1.05457049385674,0.711698713626925,0.754059672337984,0.771374760133614,0.914477795403199,0.676960608583112,0.732312146149736,2.11933384169298,2.84303805626269,2.12422806572045,2.63865566248548,0.749242482726676,0.44459537665177,0.381241582320608,0.36004821195257,0.336899216477757,0.346751687544078
0.303896627700844,0.323484147552127,0.704740364015388,0.525393331791068,3.07385564931579,0.56125230177643,0.805061389395039,0.795380480030448,0.750235178162894,0.768464058239858,0.556394578048995,0.236166790037827,0.576468250024844,0.739262764554745,1.13439958281472,0.345260305484887,0.786680383390031,1.93155060120241,2.08719730928141,1.91794861877919,2.06125215848511,0.392551447545996,0.208927418505511,0.135237853255524,0.097274179699812,0.138383710990597,0.083781540700533
0.101198374775542,0.101349643394591,0.252079114688799,0.19934550728573,NA,NA,0.217489614683179,0.19210009864493,0.19469054821737,0.172076171538917,0.129708552765233,0.0774055651428507,0.174816352653851,0.194124772313297,0.272807475816509,0.0629631213254944,0.254806790368531,0.674267984327047,0.936822226481401,0.78209780157925,0.709919725393498,0.223195299881077,0.146747085367086,0.0890304019520559,0.0515176564256276,0.0263766694801648,0.0516868990879401
1.16996420596348,0.852543656348241,1.03717547433534,0.832343880050649,NA,NA,0.988938322297466,1.20721248265797,0.662107393278425,1.33891912068051,0.555948819572798,0.835588915063598,0.913234240312449,1.20278877452274,1.07492175690349,0.516786921909529,0.968420205870432,1.59083553548941,1.9048829050915,1.60461781835633,2.12521070249994,0.660366214451345,0.499626385572841,0.22737304740976,0.210241775044089,0.189710857335103,0.222106457209311
0.404792112110049,0.265293746230398,0.212079622436253,0.214593537482689,0.768291443600281,1.03347238319184,0.181809745658391,0.485619281599458,0.102771583512698,0.158607551091098,0.0854061991189779,0.615211529318686,0.399775769652839,0.190629088463655,0.216244165652345,0.171129606570985,0.170124468586536,0.490650574271584,0.801568634645727,0.481108701880502,0.643940322425479,0.00806135656597004,0.0947676455896277,0.332616223039069,0.298381292425803,0.299996315867034,0.137866435731279
12.9275850712878,10.0789716016848,8.72336457830378,NA,19.4694790941089,43.7913439301054,37.2572284299044,37.6417984144546,25.0018351072704,34.0514111019144,25.2670404249041,3.78519513942604,12.9530823913297,5.91731663497118,10.1934719729973,3.94519703556629,3.76013874681782,15.9526982839262,13.0890521675239,30.1691098028369,31.9614535233889,4.03625202206645,4.15037567400336,2.06165011073358,3.93874711642895,4.37304424411978,3.49089776882718
0.749748555326898,0.699364582949028,0.886975472286854,0.845142359215554,0.881479533636539,NA,0.689135743284745,0.883492487582862,0.949890089779983,0.639047442476933,0.820543655376209,0.369292343768834,0.528610740874007,0.981707423810107,1.52590176753885,0.771962215971433,0.875810150832411,NA,NA,NA,0.711296510922457,0.365338809628832,0.251253491046493,0.382512972296161,0.217342428725367,0.321250441015357,0.261208866428058
1.90777813084772,1.7344839225248,1.4924587224278,1.58932816947027,2.53367443487307,6.27966389167644,5.54559954963408,5.10985393835713,3.97419658239865,3.57545472074041,2.76945110495101,1.0932067866625,1.66090735220316,1.46850895563158,2.02128248592383,1.05728099084594,1.34621983493317,3.44120953467172,4.59269482144645,3.38930708193661,3.89158846675465,0.881915790606724,0.765645634691444,0.382559987344594,0.446679078274786,0.708470576930263,0.566738979458871
0.233394413904159,0.227617386740724,0.565453880476922,0.594668570115569,NA,1.15411037482235,0.290879803144846,0.475328131082452,0.323162144439825,0.675493117379303,0.364527234993053,0.159453500132115,0.411617446385552,0.317052706659659,0.466665636375642,0.149594423283206,0.222918744117126,1.57462039199253,1.52152417593283,1.58661554993453,1.57400811872958,0.420538384845464,0.372242608211177,0.177828017907727,0.0583453689268077,0.0715240275917686,0.0694015254907039
0.0958141624100864,0.0857468008359016,0.283876296665299,0.241928416864911,NA,NA,0.370748736901198,0.387118176381179,0.179778987605699,0.319152056529565,0.181416841296584,0.277340214516603,0.519832746743675,0.227161932281593,0.247928063187991,NA,0.548128097392803,0.559410040307805,0.800791862060605,0.650108080288214,0.85562755686467,0.217620883671779,0.171662965704416,0.116552983183849,0.0514989558964375,0.0785912966193752,0.0608963858356423
0.12256510577195,0.165551570703672,0.296425765346209,0.289470752577817,NA,NA,0.236727697778127,0.303257487166274,0.190956376450776,0.279776892349801,0.159927399881511,0.165856081207944,0.277410803936006,0.30865231087904,0.417934147163156,0.117909877842129,0.471257660903448,0.533648821314368,0.709910362474686,0.448665382735024,0.407487097058604,0.17982452691723,0.0819061385927883,0.160432725854216,0.0755555436477529,0.101317113871745,0.0782141701278386
1.17357522315782,0.808125493474525,1.31211093956892,1.48063878158328,2.37259023387868,NA,1.69089862764822,0.885954236972229,1.42553953485041,1.65385500953885,1.37071360719271,1.14212566696309,0.719402655822139,0.915655923317927,0.868876431879113,0.518908026728308,1.24033789401862,1.27416703499719,1.78643174996204,2.09298075775859,1.3708353632526,0.750883467149158,0.349324289748278,0.348355164232967,0.352333355845208,0.306573442998708,0.255786509455941
0.423512983074379,0.354491455166374,0.422461538461538,0.405067010480417,5.29586159612148,3.09820816784404,2.36857830479856,4.84402474287178,1.58885570762158,1.46806311737525,0.973479789523518,NA,NA,1.32725546228228,1.67612390795712,1.25823141792724,1.25939053382321,2.73195460731917,3.99378560610552,2.8375771526349,2.70600468109051,0.692549129998768,0.613477214586134,0.0946419096042513,0.120009089934175,0.105470672610426,0.150659482716725
0.296177839405571,0.172570582282892,0.447326099742142,0.312991112665573,NA,1.5800963623849,0.547091656176519,0.701780413866934,0.608337632855226,0.948643844878792,0.921537142127256,0.313232536333802,0.156829539469834,0.210261994324556,0.515901467540792,0.303972013039379,0.288506079758272,0.472924696481796,0.723896586668146,0.379062494216925,0.391792834036997,0.162100934207062,0.143950129709219,0.158183490977177,0.144510040270663,0.13515311672472,0.0888963941717938
