x,ES1,ES2,ES3,ES4,NSC1,NSC2,NSC3,NSC4,NSC5,NSC6,NSC7,NEU1,NEU2,NEU3,NEU4,NEU5,NEU6,ML1,ML2,ML3,ML4,ML5,ML6,EB1,EB2,EB3,EB4
"82 ""HIPK3""",0.169651302,0.168258082,0.390682876,0.292691051,1.131752525,1.814398544,0.353220516,0.409954228,0.278740923,0.341834967,0.320980996,0.279298458,0.270828204,0.583294766,0.828411629,0.247333645,0.326261793,1.45358734,1.90545765,1.337921136,1.469350694,0.446853599,0.319261559,0.10758735,0.064714411,0.082442738,0.05831999
"83 ""HIVEP3""",0.6114524,0.671394314,1.53576129,1.007254701,NA,1.5300097,1.536105637,1.106294439,1.683174301,6.77250036,0.989437941,0.876795485,0.872372772,1.205584535,2.087624892,0.53724562,0.656567198,2.65229302,4.32296496,2.874259481,3.49240511,0.780748555,0.5557778,0.207119598,0.302977376,0.196628601,0.140211736
"84 ""HOXA10""",4.087258979,6.041976937,1.92861822,1.932474646,6.746210053,NA,8.178363496,10.27812566,7.082912855,8.936599457,4.397819531,1.161381076,1.316170101,2.630865445,3.002107744,1.540534769,1.599025373,4.22725374,5.40778162,6.454318224,8.170493493,1.673879514,1.002894494,1.261354586,1.93622281,1.656500057,1.339191416
"85 ""HOXA7 LONG""",1.239181958,2.628969129,NA,NA,NA,NA,2.577725518,5.334633003,6.411661466,7.72526164,4.835019554,1.399551729,3.04537489,2.760699083,4.714742421,2.698123768,3.269166103,16.52727399,18.34410091,28.69748607,47.72755756,5.934663785,5.920507047,0.593290018,0.464852559,0.257724951,0.377521632
"86 ""HOXA7_SHORT""",0.071771099,0.070314049,0.141373532,0.137548753,NA,1.201135306,0.084818343,0.235319174,0.09477627,0.097780268,0.06889525,0.196982257,0.212607116,0.125116765,0.455298939,0.193564096,0.102969046,0.326222109,0.443900171,0.391024096,0.370767229,0.161167883,0.059032402,0.096483351,0.033607103,0.045615751,0.041829235
"87 ""HOXA9""",0.13170861,0.138888177,0.231009952,0.187644712,NA,0.441856625,0.347820941,0.34315886,0.319485358,0.130390838,0.279055725,0.632590331,0.680465938,0.246094653,0.418487449,0.235295904,0.142696868,0.36069995,0.484360248,0.454530526,1.589654264,0.149500919,0.074464223,0.061292853,0.047067284,0.063109017,0.072841706
"88 ""HOXB3""",0.542005262,0.390296034,NA,0.572285329,NA,NA,0.084880375,0.161357072,0.217254849,0.172866884,0.164816744,0.189231446,0.231106484,0.382520008,0.334449373,0.237147506,0.197379629,0.718723946,0.801571161,0.741015749,0.59926154,0.41720673,0.15437065,0.205239084,0.107079545,0.140833272,0.187643845
"89 ""HOXB8 """,NA,NA,2.436869645,1.636397152,NA,NA,6.538678799,10.107651,3.585325479,3.053552985,2.575744479,1.285830058,3.924292264,NA,1.222392758,0.651449268,0.897410954,10.00199585,9.678604496,15.39156362,11.78645056,1.539923787,2.200207985,NA,NA,NA,NA
"90 ""HOXC9""",0.118744644,0.105907098,0.239916926,0.155561239,0.495145678,0.709015873,0.114506165,0.177085058,0.082068725,0.144885519,0.08150322,0.159253997,0.197074057,0.431148884,1.13437515,0.240585532,0.296107341,0.992805503,1.384414243,0.659807928,0.793474387,0.225138265,0.128534356,0.106588502,0.057056471,0.057626425,0.049753332
"91 ""HOXD3""",0.546228535,0.452519999,0.580762093,0.469324867,NA,NA,0.292105532,0.519187739,0.553069757,0.932228687,0.229472641,0.55451665,0.298585536,0.388438815,0.515720251,0.248941148,0.415269821,1.282079809,1.27077,1.45874275,1.062812021,0.328329701,0.153487532,0.240428613,0.208976232,0.080425592,0.140643621
"92 ""HR""",1.374716342,1.332093912,2.333807724,1.684873531,1.366943142,NA,0.778555683,1.379518794,0.825518077,0.600505391,0.485253927,0.842043751,3.14101473,0.876989452,0.840562444,0.40435657,0.413452033,5.75135849,5.561315125,3.346192893,4.410058955,1.33421763,1.063596637,0.361289799,0.431656284,0.465281822,0.195541107
"93 ""IGF1""",1.081834809,0.927796018,0.614578386,0.960646744,NA,NA,0.53088038,0.831969593,0.95400713,0.781701912,0.431468397,0.639752262,0.744970408,0.680844125,0.767316793,0.738591638,0.585171296,2.052298346,2.944966198,1.169874099,1.187578302,0.465745294,0.327158831,0.110196899,0.054991328,0.145927448,0.367467776
"94 ""IGF2""",0.271113237,0.191606201,0.357791331,0.253775144,NA,NA,0.389350909,0.408496237,0.248528913,0.225635626,0.206644051,30.61709887,6.03827439,0.357395697,0.575271267,0.264970852,0.360028541,0.738507553,0.774949087,0.6074576,1.240051566,0.179071223,0.097746952,0.087679555,0.095651359,0.073427299,0.074440094
"95 ""IKZF2""",0.391616628,0.330842343,0.483513062,0.369963674,NA,NA,0.627470338,0.773875567,0.426058104,0.419914309,0.135782895,1.408404986,1.2855003,0.461614838,0.81985382,0.241773845,0.384800213,0.968101234,1.079177443,1.362370912,1.220794467,0.322166004,0.131984293,0.123666839,0.155520267,0.090499601,0.101840602
"96 ""IL1RAPL1""",0.132226985,0.123455366,NA,0.275673163,2.567823182,NA,0.459274942,0.27360924,0.114557052,0.126989774,0.061418913,0.237727572,0.512513991,0.218032567,0.464890395,0.102668959,0.293075665,0.410470305,0.682556024,0.436041621,0.662080256,0.213335187,0.093080356,0.07908805,0.051362114,0.071694753,0.032372947
"97 ""INTS6""",0.440098247,0.371273425,0.738006645,0.6823926,2.209395037,1.889318326,2.173177393,1.109538778,0.361737709,0.296677241,0.377787642,1.305837475,2.152456203,0.533726849,0.978475714,0.374313941,0.328204608,1.104848637,1.494121272,1.505583323,1.220001638,0.264306838,0.209781214,0.124990313,0.260215449,0.157328331,0.16669175
"98 ""JARID2""",0.089380144,0.084405177,0.160467033,0.171785684,0.388726273,0.411065755,0.342025827,0.155015039,0.08093186,0.093312807,0.088775421,0.257149176,0.302323149,0.226954799,0.383874464,0.093033017,0.092764136,0.862456884,0.754862079,0.676154502,0.72202961,0.112319652,0.102056272,0.052980106,0.05720741,0.060739278,0.061298888
"99 ""JMJD1C""",1.697616465,1.184364971,2.55588502,1.147025392,NA,NA,1.886582001,1.540044562,0.739061505,0.778294341,0.774880242,1.495256304,1.067307467,1.645014192,1.785874817,1.007633432,0.644243303,2.362816357,2.155240596,3.600675204,2.548676792,0.606681601,0.379822828,0.276112497,0.401101357,0.569785717,0.578166159
"100 ""KCNA4""",0.094682644,0.062997265,0.923077999,0.796150033,0.545446281,0.759491147,0.500513672,0.174518983,0.498515715,0.797289122,0.285404662,2.406544177,4.253908121,0.130234894,0.180005227,NA,0.407308532,0.2927755,0.237593769,0.322591874,0.244053437,0.292706322,0.23311869,0.054847663,0.066299611,0.035380021,0.042972915
"101 ""KCNH5""",5.353503515,4.347684192,12.23063338,13.57752419,NA,4.472811216,4.778520264,2.322583601,2.348605306,2.453533031,1.786237057,3.800458548,5.853133977,15.31474952,15.43492581,2.903676048,2.483633424,22.51749091,22.18374677,35.64484942,28.74197515,9.519867456,6.789932392,1.777826517,2.518890721,1.842497642,3.686154862
"102 ""KDM2A""",0.178723004,0.098192304,0.23837061,0.135928722,NA,NA,0.310929937,0.142995356,0.082225167,0.057397669,0.092669435,0.812498132,0.62430898,0.146044323,0.185075519,0.12599725,0.125922449,0.24855288,0.241493567,0.357199577,0.295891607,0.072439821,0.056917483,0.06063862,0.029159984,0.042713872,0.034870617
"103 ""KLF7""",0.404237841,0.287274153,0.689917328,0.408830874,0.583332176,2.353221985,2.413053907,0.756738855,1.231386157,0.62582676,0.670125603,1.421220311,0.855678017,0.46869592,0.583918479,1.551738955,0.323216602,1.124397827,1.434114525,1.581038708,1.247375675,0.33773152,0.281263719,0.148827336,0.160134155,0.110055557,0.086852581
"104 ""KMT2E""",1.141488869,0.728579757,0.571255664,0.536093658,NA,NA,1.703315702,1.622828254,0.626321622,0.573569012,0.443130971,10.2952123,46.0232984,0.335950066,0.619394494,0.637041071,0.666704083,0.799061613,1.404943269,0.969714088,1.082970752,0.341217754,0.295639145,0.152721636,0.233581111,0.234499786,0.143475538
"105 ""LHX1""",0.622096726,0.3404982,0.795625854,0.585959879,0.975608566,0.591663136,1.332850092,0.749391898,0.338852621,0.402853327,0.369010974,0.311177283,0.609582026,0.629660384,0.658653327,0.420810225,0.325373773,1.01093794,1.008650143,0.812636403,0.714620985,0.141564669,0.149624791,0.164749461,0.125229486,0.14356747,0.135458262
"106 ""LPAR4""",0.794026438,0.869132146,1.41488152,2.065066586,5.056554968,2.006764196,2.875917643,1.882613686,1.240504774,1.630122291,1.924120138,1.093281612,1.312929536,2.254711048,2.636917731,0.642699852,0.788786486,7.819772074,7.604050054,6.354696227,6.997205964,1.054553208,0.973300762,0.403282997,0.880364683,0.260874265,0.358891047
"107 ""LRP1""",0.090839353,0.053111275,0.105216546,0.155252543,0.408974922,0.232478521,0.210845992,0.098328239,0.08293773,0.07843204,0.057728263,0.095157676,0.081108793,0.230596316,0.302214451,0.17200987,0.165670164,0.747333242,0.965962902,0.703359137,0.660071789,0.120249165,0.09531974,0.072595234,0.070321356,0.027817607,0.033074744
"108 ""LRR4C""",0.697190134,0.547342582,NA,NA,NA,NA,0.966572334,0.783287925,0.269099849,0.284641054,0.238431481,0.50119332,0.296020096,0.870702989,1.195588078,0.603892794,0.461357696,1.098051254,1.177581942,1.511503387,1.273313915,0.842565436,0.707065538,0.172408031,0.087998917,0.088334727,0.103137587
"109 ""LRRTM1""",NA,NA,NA,NA,NA,65.58649529,NA,NA,NA,NA,NA,39.2291729,147.6168745,775.0336835,1031.260441,NA,NA,46.31129357,87.11942322,204.903748,145.9906751,NA,NA,NA,NA,NA,NA
"110 ""LRRTM3""",NA,37.31021751,NA,NA,90.62620534,NA,NA,NA,NA,NA,NA,15.00069908,38.5461046,248.477136,374.418243,NA,NA,38.32851862,94.71872584,NA,66.10553785,NA,NA,NA,NA,NA,NA
"111 ""MAGI1""",NA,27.37443999,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.05299162,32.48221009,NA,NA,NA,NA,55.79691769,53.01652238,NA,46.53530165,NA,NA,NA,NA,NA,NA
"112 ""MAML3""",NA,NA,NA,NA,NA,134.2726794,141.1219112,NA,NA,NA,NA,31.08115981,33.1909403,224.8513897,207.8306184,NA,NA,68.40093311,74.55175975,NA,95.47239823,NA,NA,NA,NA,NA,NA
"113 ""MAP2K6""",0.26132555,0.236715987,0.388800889,0.374971844,1.992939816,0.972165785,1.409865089,0.458927443,0.28948137,0.190966408,0.268185332,0.614908356,4.606534694,1.846521609,0.705063098,0.425554791,0.658781428,1.53726179,1.648216323,1.550204894,0.898278372,0.22361997,0.160637166,0.07851375,0.099536505,0.117084767,0.082795746
"114 ""MAPK6""",1.840747913,1.319435099,1.069574716,1.231372961,2.840454691,1.150470524,1.68594688,1.951560801,1.126521736,1.38676341,1.278060902,1,0.858809237,2.296401405,2.042654414,0.956296176,2.233841405,6.861818153,5.786074002,6.532714406,5.501479689,0.853151276,0.567216327,0.73570382,0.404182206,0.420559963,0.33428993
"115 ""MARCKS""",0.240451477,0.112890148,0.207513404,0.300306123,0.307675923,0.556544953,0.221704577,0.136189021,0.117775248,0.112828316,0.146955072,0.1717525,0.159516285,0.1959418,0.253011004,0.084706362,0.168551259,0.615890465,0.335582847,0.617890764,0.62065034,0.145814077,0.088552859,0.080222485,0.083294173,0.068210044,0.056608104
"116 ""MBD5""",0.366344246,0.20761793,0.662048543,0.709816887,NA,NA,2.261702736,1.229405697,0.591780538,0.92729147,0.792543076,0.678057703,0.676501602,1.695992799,2.293153123,0.471023904,0.558651514,NA,NA,NA,1.217022761,0.329577448,0.180136197,0.111044463,0.081571184,0.108672618,0.097997345
"117 ""MECOM""",NA,NA,2.342249548,2.318800272,NA,NA,NA,NA,1.15665691,1.907160671,1.426489294,6.258286087,27.17625239,5.220779831,NA,NA,NA,NA,NA,2.828634965,NA,NA,NA,0.647725034,NA,0.45999848,NA
"118 ""MED26""",NA,NA,13.98824646,10.89359977,NA,86.66037046,NA,NA,31.24841399,30.51091011,41.38789442,22.60582456,76.44924621,693.0361043,419.9032472,6.290412743,4.440547228,64.29287109,111.8568193,34.62316946,29.47884627,2.659619874,2.836935072,NA,NA,NA,NA
"119 ""MEF2C""",0.123523003,0.047011801,0.166662816,0.159730648,NA,NA,0.411455315,0.143241653,0.092750784,0.042986536,0.058842856,0.415526568,0.359613284,0.338641209,0.278616616,0.098133154,0.111172792,0.466538663,0.392084073,0.272771751,0.413085663,0.075703875,0.076896361,0.050385702,0.070479379,0.028726706,0.034547509
"120 ""MEIS1""",NA,NA,NA,4.946988357,NA,NA,47.62793484,NA,2.414025299,1.660615906,2.523566272,51.76104135,68.88878619,926.1859781,710.7284173,1.858720613,2.610377272,139.1535862,201.8242868,NA,NA,3.658926604,2.624308261,NA,NA,NA,NA
"121 ""MGAT4C""",0.190963307,0.61414989,0.181811182,0.159110457,0.69096957,0.68646392,0.490992027,0.629669933,0.129536892,0.120568109,0.104593098,1.822276715,1.172248736,0.196970644,0.370462019,0.610045094,0.456208866,0.755726521,0.704304631,0.989188868,0.927726855,0.095251856,0.084914188,0.07203619,0.064485452,0.078010637,0.038192426
"122 ""MLLT3""",0.905675437,0.741304009,1.148818189,1.320544598,3.465042553,3.885651324,3.641162127,2.345813911,1.725780062,1.54081685,1.459884048,0.957937861,0.669720303,1.455027647,2.325180841,0.417366761,0.883655265,2.414540841,3.206538243,2.027507121,2.092876009,0.349112999,0.401504647,0.329753214,0.301837283,0.235719235,0.206442777
"123 ""N4BP2""",0.109360203,0.043254379,0.063863807,0.138907696,0.295890819,0.337463928,0.100545545,0.081673859,0.075438947,0.074292589,0.038696811,0.057824984,0.072388745,0.142703077,0.174180855,0.041928026,0.0818776,0.28434198,0.345825502,0.2294629,0.235727261,0.033186037,0.034076248,0.049292908,0.031580721,0.032027022,0.026783761
"124 ""NACC2""",0.578304294,0.487250402,3.173059274,5.518793844,2.531448972,1.60001614,1.078744084,0.620134337,20.70116146,7.430865776,13.48678846,0.461014807,0.309026578,0.473091135,0.626785269,4.763965291,2.782429301,2.084094184,1.989941231,2.435986751,2.058390561,5.798365237,2.303714423,0.254926659,0.130440051,0.172781431,0.136893297
"125 ""NDP""",0.291844667,0.152649635,0.222628619,0.431139963,NA,NA,0.318725313,0.248006547,0.173221036,0.14456846,0.118114813,0.154450078,0.093219082,0.307150435,0.325870426,0.121110043,0.165638674,1.095491206,0.829502382,1.09680692,1.110962018,0.301845441,0.109957641,0.090533876,0.067454384,0.081288764,0.043405711
"126 ""NDST4""",2.088666334,1.806234646,1.018408809,1.190895662,NA,NA,3.050947596,2.491119214,2.615660969,2.508352413,2.108384203,5.858858634,12.50936781,2.881946369,3.221044058,NA,0.846976045,5.307421254,5.010305415,3.470786183,2.353735336,0.680834115,0.263407222,0.292700702,0.321754852,0.411535992,0.243106361
"127 ""NEUROD6""",0.323655504,0.163368739,NA,0.445178652,0.88263021,NA,0.65267718,0.465236569,0.386001762,0.278476934,0.424604507,0.263411291,0.38161613,0.257038469,0.326685199,0.169944348,0.981477109,0.698580812,0.516734696,0.4083136,0.519989531,0.119040599,0.101987597,0.217838523,0.098531793,0.062602941,0.048702677
"128 ""NFAT5""",0.155371455,0.06427346,0.271874581,0.22302059,0.407671799,0.24650477,0.341357107,0.190811381,0.103939112,0.091101683,0.107712301,0.229489609,0.265663391,0.233310126,0.357481907,NA,NA,0.416072142,0.429468918,0.336410868,0.49574739,0.137451373,0.130644941,0.063612504,0.049204608,0.040266072,0.031857996
"129 ""NFE2L1""",0.147554478,0.079691117,0.12690742,0.273575133,0.465832183,0.609277505,0.549354241,0.31742046,0.069802517,0.113067827,0.114092865,0.258520417,0.3639221,0.294290716,0.295212737,0.134152181,0.165492761,0.44101234,0.417400004,0.510336222,0.443768897,0.059635656,0.055651277,0.07525049,0.062350604,0.049115765,0.055686113
"130 ""NFIA""",0.549494736,0.493767354,0.342038946,0.566803191,0.759216158,NA,0.682087492,0.352292826,0.365646049,0.252893288,0.327098117,0.113111738,0.087937908,0.587250312,0.630245031,0.415563001,0.342116004,1.96848184,1.741828422,1.504958771,1.181602915,0.144265064,0.112889724,0.188832431,0.158772244,0.092130104,0.093449666
"131 ""NFIB""",0.412319286,0.275813326,0.344441033,0.752779585,1.86475493,NA,1.707876647,1.816640377,1.475869334,0.585922575,0.84571957,0.805082078,0.794490224,0.996831429,0.900243257,0.20541904,0.272690374,0.841979208,1.199582601,0.886299002,1.021898103,0.142635306,0.101623962,0.157275237,0.170316178,0.144349069,0.106290175
"132 ""NIPBL""",4.242761523,2.764272652,NA,NA,4.835166649,NA,8.137420604,4.227839479,NA,NA,NA,6.541103105,2.278913218,10.79704657,8.820782997,NA,NA,15.79290079,20.57695737,29.00013599,19.30295467,NA,NA,0.638203632,1.281426297,0.475823042,1.120566698
"133 ""NKX2-1""",0.906655242,0.606357115,0.460615404,NA,1.124381847,NA,0.86341759,0.751160925,0.611103439,0.446438606,0.211712628,0.75599829,0.439329625,0.497310863,0.894510882,0.242085484,0.475804719,2.108028183,2.428140142,2.17714006,1.784210089,0.346576162,0.216689595,0.174993274,0.18911033,0.090960263,0.121225414
"134 ""NLK""",0.239249246,0.163108623,0.136943514,0.311719819,0.923663132,1.185189849,1.394100202,0.543633327,0.280611036,0.26098347,0.343961572,0.259748494,0.068093415,0.192624732,0.255591422,0.140451383,0.11648151,0.566092853,0.689678695,0.73289495,0.87744993,0.13279968,0.08422167,0.110809613,0.066488088,0.058236548,0.06108677
"135 ""NOL4 CR""",40.72420073,37.01161033,8.374257002,13.62345901,63.52380913,41.2690918,51.47693043,70.38908205,48.58669591,36.25566157,47.24872826,4.445877596,2.727240195,10.30481974,8.415145904,2.488983441,2.022956674,15.82373845,17.99234919,17.93192949,20.63183189,3.221319612,2.177220996,9.949476585,5.324027671,7.618400222,7.539680913
"136 ""NR1D1""",29.26980221,42.47862803,NA,NA,38.67633623,20.98761858,65.74221552,69.14427027,36.01410413,37.58944243,40.5906226,5.26191855,15.85490404,5.705981367,5.556411559,4.281890996,1.937467601,15.6377997,18.52913558,15.32064233,17.39538619,3.159150043,2.348210414,15.6722111,6.174273394,5.315695737,6.35107661
"137 ""NR2F2""",0.231953726,0.14251396,0.206280224,0.490430915,1.57613595,1.866972333,5.701432017,1.369213444,0.403481136,0.428953227,0.441715418,0.642248862,0.619599872,0.573252538,0.70387694,1.08533418,0.322499879,3.361004051,4.856064031,4.276004104,2.770037109,0.414224261,0.400440097,0.069957096,0.062060323,0.040668622,0.054328588
"138 ""NREP""",2.650537947,1.663648535,3.073008911,4.530605496,1.483577619,1.6800132,2.054848063,1.840599589,2.156686996,1.548153796,3.670420747,1.860558199,1.319645751,8.310486574,6.917444945,2.432515149,2.34577861,9.006251012,12.02800212,11.69784965,9.020478568,1.694142376,1.067416352,0.799996456,1.245519622,0.795939354,0.841021986
"139 ""NTNG1""",0.430383979,0.26008376,0.398691609,0.549099979,0.470754899,0.566375294,0.781178134,0.415428377,0.355294631,0.317548193,0.23748365,0.231865428,0.309005499,0.436031354,0.480311995,0.398724624,0.354728375,0.897324984,1.052400125,0.754454861,0.784375307,0.128690702,0.066616234,0.152167072,0.107689197,0.26951981,0.313509027
"140 ""NYAP2""",0.145875451,0.080456564,0.146138174,0.573116791,0.480631421,1.11886576,0.482799142,0.190784561,0.088958272,0.120679815,0.145923106,0.434762777,0.262484383,0.282574458,0.392315316,0.099595445,0.150931188,0.922316856,0.982140734,1.089594668,0.952970824,0.169295429,0.107059142,0.0470797,0.069748994,0.082183512,0.06353602
"141 ""PABC1""",2.36062108,NA,2.001665276,1.888168697,NA,5.220831168,5.549851312,5.246930506,3.92860767,2.753987269,3.952903274,0.77783345,0.616814297,0.890864372,0.932641845,0.577977588,1.032141249,4.419554099,4.281625345,6.719661319,3.963691804,0.635921769,0.451000986,1.332557776,0.897552053,0.758793804,1.527852507
"142 ""PBX1""",0.252011924,0.117146114,0.229754032,0.277378595,1.660727758,0.717483621,1.040255332,0.394877512,0.237752717,0.219634829,0.473113981,0.381679746,0.187976025,0.410524553,0.572948821,0.407541182,0.344855231,1.155606826,1.180875295,1.233157927,0.896674306,0.157540621,0.10213508,0.130961628,0.068485859,0.170782286,0.062754678
"143 ""PCDH10""",0.500989377,0.310042102,0.170212214,0.347358018,NA,0.842565436,0.404647377,NA,0.576338575,0.531592474,0.611430572,0.461159469,0.25121608,0.802157534,0.872021754,0.54408752,0.26148813,1.096756189,1.215164458,1.478577721,1.407412798,0.230483742,0.156382271,0.09949542,0.073573359,0.086189696,0.070580384
"144 ""PCDH17""",2.569603152,1.374678622,NA,2.058640166,NA,NA,0.62592406,0.55077655,0.682828498,0.416029893,0.594727057,1.126609127,0.915317925,2.128622385,1.825203263,0.505684783,1.115813403,5.215229318,5.72316883,5.47067845,5.758961805,0.939147309,0.943522349,NA,0.623761151,0.296060354,0.418056554
"145 ""PCDH7""",4.562653646,5.315910863,3.955249243,7.694540945,7.509099461,21.13941067,23.28029907,35.7025343,20.80945957,12.26724539,18.29210439,NA,NA,8.376678401,8.303133746,3.328814133,3.523781943,18.69374862,24.30772663,26.5213065,21.88360645,3.576359431,2.880376226,1.365574707,1.336666357,0.576593285,1.363002414
"146 ""PCDH9""",0.167532752,0.088473917,0.198753603,0.35583594,0.846536173,0.682410868,0.997757956,0.212648099,0.145829586,0.202271215,0.102979586,0.143137088,0.091780144,0.291497657,0.197244803,0.096809754,0.165247329,0.671629629,0.780882018,0.958368919,0.863835841,0.107424334,0.08157511,0.073504102,0.065208518,0.050191624,0.087592543
"147 ""PDGFB""",7.78053374,8.012414693,5.791133858,11.30338327,41.42903839,61.71784662,165.5066252,73.98223158,40.00340955,38.86582161,42.72886221,5.890466388,9.441040594,8.408909848,8.175668208,1.678838494,2.376888996,15.93144318,28.10616389,25.82743961,27.61799803,5.170907266,2.800205868,2.327461203,2.495330436,2.244342181,2.207228511
"148 ""PDZRN4""",0.252849226,0.110447865,0.154147434,0.480361241,0.640688649,0.889397842,NA,NA,0.416358147,0.287987414,0.283165393,0.777138681,0.198955471,0.525680494,0.643146091,0.188270048,0.323092408,1.060947735,1.013627837,1.029468223,0.735903482,0.145785239,0.093210629,0.092131005,0.117609871,0.066928084,0.104346288
"149 ""PHACTR1""",0.213145456,0.490089856,0.265813876,0.518153357,0.445708229,NA,0.461319704,0.354301438,0.132144405,0.099892472,0.117098618,0.178980044,0.13092713,0.213262611,0.196718179,0.089803838,0.118519541,0.735706555,0.729943541,0.65748914,0.522328439,0.094460374,0.061940727,0.176915427,0.21715711,0.097496535,0.084367251
"150 ""PLAG1""",1.00288018,31.43946248,0.797425861,0.603961775,5.222489188,7.738024948,6.425584513,2.419495887,2.740780444,2.303366177,2.628755952,2.160166351,1.260394888,0.980567387,1.026502034,0.334227565,0.402837664,1.200915251,1.437368873,1.822583319,2.153246552,0.245525961,0.195396377,0.302916514,0.317751217,0.256846798,0.233299057
"151 ""PLEKHA7""",6.04860882,5.754467798,5.15923223,4.394340657,NA,NA,7.783966174,6.745914577,5.673230024,3.21864543,10.36133991,6.580790409,2.529055572,14.50962459,6.454371319,1.314564999,1.75502815,23.80869027,20.38878501,24.16024749,15.25438241,4.442796261,4.527764582,1.156182324,0.898288234,0.393992273,1.061676593
"152 ""PPP1R10""",0.346096844,0.176560293,0.206898361,0.335989244,1.997204021,1.157583902,1.545484513,0.958936996,0.484213955,0.370844047,0.546675325,0.624672705,0.709256719,0.650863635,0.942390593,0.364790731,0.426966266,1.176238034,1.308677818,0.96575631,1.17730663,0.274775458,0.18760875,0.108703188,0.102550363,0.098360681,0.078911836
"153 ""PPP2R5E""",0.143176524,0.068829126,0.139639217,0.183193431,0.839128185,0.383960744,0.42335326,0.34776013,0.074341903,0.096005551,0.077692012,0.08025625,0.1211475,0.150794848,0.278707332,0.071410481,0.168038744,0.362468029,0.379988818,0.38265891,0.416915468,0.046656681,0.059629743,0.078955205,0.080961737,0.090666589,0.034964431
"154 ""PRF""",3.454569414,1.358490459,0.872715905,0.704819306,1.324508363,1.924331582,2.32038545,1.64571407,0.623372857,0.541871509,0.592229899,0.467342789,0.433392619,1.712328017,1.831259006,0.636702511,0.58847167,2.118509921,1.72493116,2.041620086,2.185458654,0.253119726,0.178369707,0.618663012,0.626843165,0.448094904,0.689910497
"155 ""PRRX1""",NA,NA,NA,NA,NA,55.14625399,NA,294.893462,NA,NA,NA,15.56677548,21.24489355,389.7803993,432.0824219,NA,NA,48.19456548,135.8164932,153.2344916,97.82659179,NA,NA,NA,NA,NA,NA
"156 ""PTEN""",NA,NA,NA,NA,37.51738789,152.955751,NA,353.1693562,NA,NA,NA,21.16039212,20.01677709,565.0999183,1695.469173,NA,NA,80.16502888,170.320561,243.7068907,108.9632639,NA,NA,NA,NA,NA,NA
"157 ""PTP4A1""",0.196431378,0.097778971,0.249198256,0.46055551,NA,NA,0.378125783,0.20716865,0.087142584,0.057169947,0.098762684,0.161042901,0.031079327,0.298283156,0.208711987,0.033079347,0.136350517,0.437733675,0.469226763,0.505160263,0.436024823,0.07255245,0.093606513,0.067583842,0.036688778,0.035576501,0.046118516
"158 ""PTPRG""",0.272555795,0.179803505,0.314811632,0.29861085,0.491744361,NA,0.543680555,0.131429058,0.121636109,0.097054312,0.128161963,0.152895556,0.10170059,0.325812799,0.28394837,0.06786983,0.115718703,0.564700535,0.732985991,0.543913949,0.534155658,0.059161275,0.100268765,0.069782147,0.050390989,0.053878153,0.09236083
"159 ""QRICH1""",0.422285786,0.294051426,0.357535834,0.558880007,0.927906328,NA,1.073631581,0.576570152,0.263027852,0.375515952,0.342754412,0.398704013,0.04786477,0.394373537,0.400813292,0.114767391,0.236876919,1.091717575,1.312665092,0.928792219,1.645942237,0.274366564,0.173926083,0.14013412,0.16506488,0.151035356,0.094704973
"160 ""R3HDM1""",0.47845192,0.22102575,0.397911616,0.670466192,1.841557465,NA,1.684771281,0.940103623,0.35124454,0.432833571,0.545897613,5.668623836,2.272296465,0.974512214,1.183475235,0.354543274,0.52677085,2.283571593,2.167409732,2.306497927,1.66263996,0.349879298,0.300158545,0.099037079,0.078291213,0.049217236,0.061032423
"161 ""RAI1""",0.751729981,0.466961901,0.403214825,0.813525956,NA,1.21463693,1.858696348,0.46963819,0.732442151,0.562922874,0.547099269,NA,1.908889919,0.300661687,0.210665094,0.779566568,0.563738016,1.668350628,1.624211802,2.224111036,1.859735787,0.399754171,0.18233094,0.119311995,0.126364828,0.094130812,0.11080498
"162 ""RALYL""",1.585683683,1.193614753,1.635428775,2.009801616,3.81790465,8.531466691,5.691605723,4.639799681,2.559241706,2.467084639,2.275439763,1.470901855,1.78401903,2.219891136,2.074770861,0.873752643,0.907304735,5.13823447,4.829560714,7.923671999,4.107311702,0.866937926,0.740280791,0.385299375,0.726124149,0.404658744,0.333690888
"163 ""RARG""",1.034845768,0.802389801,0.913013638,1.289222274,NA,NA,1.820609126,1.612136517,1.5573737,1.637953838,1.528621291,1.450273937,0.976607039,1.947508527,2.126858537,NA,NA,2.799699977,3.584495642,3.519792307,3.294668812,0.51910476,0.378871788,0.279722376,0.211491531,0.168876912,0.178458261
"164 ""RBM10""",0.352820718,3.289247031,0.526310036,0.35207201,1.150002292,NA,1.051109078,0.258677322,0.55422478,0.329975553,0.230710833,0.301576216,0.179560295,0.320457102,0.406857967,0.38972001,0.168253734,1.171578766,1.423765803,1.448709937,0.781832278,0.137982706,0.095204679,0.112755558,0.113958173,0.080246676,0.107353608
"165 ""RBM6""",0.290508822,0.183025435,NA,0.293068994,NA,NA,1.055336414,0.29223371,0.212149513,0.156445189,0.176419631,0.193925401,0.096841154,0.403989641,0.437262168,0.110483305,0.193013885,0.967729653,1.049401023,1.079288973,1.083522369,0.227469836,0.112831661,0.084773509,0.076775339,0.049539629,0.065964336
