x,ES1,ES2,ES3,ES4,NSC1,NSC2,NSC3,NSC4,NSC5,NSC6,NSC7,NEU1,NEU2,NEU3,NEU4,NEU5,NEU6,ML1,ML2,ML3,ML4,ML5,ML6,EB1,EB2,EB3,EB4
"166 ""RBMS3""",0.311710024,0.232662513,NA,0.667149221,NA,NA,1.012914748,0.765970037,0.442220009,0.317084026,0.182564034,0.219562772,0.195379591,0.421122131,0.679204436,0.096859963,0.420823373,1.24110605,1.507233545,1.182966772,1.256732951,0.159835544,0.138794188,0.080236453,0.290516462,0.048556315,0.075014262
"167 ""RFX4""",0.841563394,0.548191553,2.500044554,1.288536441,NA,NA,2.790652673,1.341327453,1.028586536,0.835597405,1.102592381,0.998091822,1.212090431,1.853125308,1.297274535,0.432416155,0.903637826,2.823827252,2.749680226,1.784956347,2.312495256,0.474027193,0.336709136,0.21101484,0.186544868,0.779035621,0.245093793
"168 ""RFX7""",1.108765282,0.607129777,0.805729208,2.367824698,NA,NA,1.958009871,0.937206409,0.977873659,0.885995598,0.608413223,0.234583768,0.675235267,0.733335893,0.83373508,0.586497109,0.801907106,3.081964246,4.444123652,3.89250362,2.632483705,0.796056157,1.053897542,0.229334749,0.338342281,0.321711599,0.253644054
"169 ""RNF10""",NA,NA,NA,NA,146.5516291,97.57217583,NA,NA,NA,NA,NA,89.26070534,20.81252508,691.7783562,746.1524453,NA,NA,122.3366909,205.4233319,201.8455276,177.1411348,NA,NA,NA,NA,NA,NA
"170 ""RORB""",NA,45.89213555,NA,NA,89.93424681,72.28278914,177.3230138,NA,NA,NA,NA,30.2907237,23.50230137,590.6538335,766.850395,NA,NA,35.63175178,88.18973759,116.2619486,128.2397236,NA,NA,NA,NA,NA,NA
"171 ""RUNX1""",NA,56.48487519,NA,NA,NA,72.70210434,NA,253.0407744,NA,NA,NA,15.97975586,12.61434888,694.3138746,582.9752735,NA,NA,69.33796704,77.2700922,147.8022443,83.86527401,NA,NA,NA,NA,NA,NA
"172 ""RUNX2""",23.4343504,NA,NA,NA,41.29316161,78.23100027,NA,187.8936999,NA,NA,NA,13.26726559,7.801155337,620.5815108,603.6986384,NA,NA,84.4704988,107.0054969,238.1770166,91.83792034,NA,NA,NA,NA,NA,NA
"173 ""S1A9""",NA,NA,NA,NA,38.02167182,NA,NA,507.9155875,NA,NA,NA,17.49612582,59.0667217,735.1042572,873.9544757,NA,NA,140.4312674,124.4067907,NA,109.0295464,NA,NA,NA,NA,NA,NA
"174 ""S2B6""",NA,142.5883914,NA,NA,52.97761224,144.4187192,NA,487.24493,NA,NA,NA,15.91657365,44.74229287,519.9684219,1074.858361,NA,NA,38.20464932,136.7919936,225.3822493,92.05089313,NA,NA,NA,NA,NA,NA
"175 ""S3C1""",NA,64.43008772,NA,NA,41.32825967,210.5303428,NA,1437.639083,NA,NA,NA,23.08157078,35.32908808,642.673596,797.9939185,NA,NA,133.8398138,186.8428421,NA,98.57036725,NA,NA,NA,NA,NA,NA
"176 ""SEMA3A""",NA,NA,NA,NA,57.00691765,38.74695921,NA,NA,NA,NA,NA,NA,61.03829711,NA,NA,NA,NA,118.6692978,157.8390102,NA,76.51243768,NA,NA,NA,NA,NA,NA
"177 ""SEMA6A""",0.277750004,0.353169827,0.116815627,0.200265342,0.767542532,1.151978991,1.264292653,0.702710804,0.333510925,0.190344251,0.150215874,0.584694545,1.090594202,0.315313598,0.514766855,0.082696034,0.299866796,0.771032766,0.757848292,1.22630247,0.589656056,0.193215366,0.082820171,0.111702666,0.129472606,0.11181474,0.045384428
"178 ""SENP3""",0.143518442,0.081009109,0.268659903,0.206506731,1.115142043,1.136153651,1.326851807,0.411405715,0.264073642,0.303990938,0.229887176,0.550573543,0.976018207,0.680444279,0.904285209,0.172740168,0.215622447,1.115290597,1.311890108,1.352819783,1.051094483,0.18323485,0.133723132,0.083592937,0.074755788,0.089361391,0.100781154
"179 ""SERTAD2""",0.304883437,0.140777567,0.423069095,0.391019888,NA,NA,2.114846861,1.820924586,0.719687012,0.948642878,0.860162033,2.013463398,1.98642797,0.493241891,1.036599444,0.185515541,0.205862931,0.480303042,0.539361254,0.488230638,0.393940597,0.068611307,0.064215789,0.077930236,0.087249708,0.091858816,0.074947537
"180 ""SGCZ""",0.257327139,0.197735231,0.345792563,0.698921879,1.3603645,0.569100315,0.705474761,0.499978343,0.330793125,0.338280382,0.204891745,0.802881182,1.645911072,0.782649438,0.661432537,0.179218979,0.383301716,1.160222471,1.957420241,1.082691742,1.267947246,0.251293446,0.11958657,0.124757575,0.103300054,0.093598743,0.092586935
"181 ""SLC12A5""",0.099287009,0.041081284,NA,0.214036211,0.257912232,0.604980712,0.353285211,0.127482684,0.05458797,0.072665894,0.062887258,0.545081384,0.501513339,0.220666308,0.269783669,0.038338906,0.060482658,0.570646848,0.412286661,0.494365433,0.321470899,0.064058455,0.05902483,0.061523406,0.059415197,0.044763733,0.050321404
"182 ""SLC22A17""",0.300057394,0.217522938,NA,NA,2.171352534,2.564645314,2.982471995,2.112664499,1.249556039,1.210858046,1.276398485,1.266767795,1.192587067,0.689717498,0.772002904,0.24229548,0.526978635,1.61643574,1.502282485,1.903571158,1.905416014,0.19778371,0.237565813,0.156061307,0.242050171,0.097369449,0.114985081
"183 ""SLC25A14""",8.199342869,7.67738322,2.900853459,2.747184642,NA,NA,27.24505693,17.09211426,10.49929557,12.25688177,15.25545888,10.85688634,9.872319946,9.534601261,8.916101301,4.277636205,3.69047556,17.36112353,19.21589089,20.04719764,22.22864464,3.613372663,2.295992357,0.952091909,1.112888265,0.805559914,0.288818195
"184 ""SLC5A3""",0.226959217,0.121396015,NA,0.425892154,2.834973255,NA,1.242060688,0.456767737,0.271177372,0.31210462,0.366572481,0.45313719,0.371846219,0.618998056,0.737468887,0.354778962,0.494291191,1.5981421,1.539861574,1.52838245,1.683797136,0.418525175,0.26644667,0.077613085,0.11877578,0.059454756,0.051374248
"185 ""SLITRK1""",NA,NA,0.668672015,0.770402362,1.737922525,2.362785659,3.344830293,2.568423846,1.079539053,1.819698762,0.864465723,2.357372809,2.289428264,0.774811495,1.569506997,0.569758625,0.742292106,1.619399433,2.274590303,2.67301744,1.909968479,0.280623183,0.226989577,0.391524951,0.283846985,0.295394647,0.31554643
"186 ""SMAD6""",0.42248175,0.232616335,0.323732432,0.424767452,3.154401981,13.64227939,1.850722887,1.535186654,0.991904933,1.154976169,0.84354601,0.886002097,0.941730684,1.399470934,2.172135822,0.406810113,0.70213221,2.234495215,3.411707708,3.072438026,1.607106491,0.382632771,0.244708384,0.127475829,0.120813166,0.063871981,0.082398103
"187 ""SMARCA2""",2.621972767,2.421307881,2.352814451,2.783502961,NA,NA,2.239043411,3.245805679,3.545793776,3.061469629,3.792989855,3.571405221,4.576536249,2.824732065,29.54685728,0.84202701,1.609632508,7.174101564,7.884355421,11.93718935,7.035133982,0.763266656,0.996392211,0.2103609,0.470488893,0.975388766,0.891185653
"188 ""SOX2""",0.136184945,0.049396081,0.164431995,0.253326978,1.05841824,0.553882795,0.727585068,0.229212167,0.266009243,0.187591048,0.186261595,2.99148646,21.59762648,0.256397993,0.303963578,0.093401105,0.178394104,0.629746605,0.596656968,0.593114083,0.639781043,0.145347455,0.094166684,0.062573367,0.042214587,0.073797968,0.051355063
"189 ""SOX6""",1.818472565,1.611038861,0.691346442,1.156799208,21.58216536,20.40667283,23.97340517,9.484703481,6.913920355,4.631609709,6.492876624,1.42778942,7.49627072,0.885348196,0.995058094,0.305702468,0.49514712,3.100005671,4.604598156,3.017611465,2.592699841,0.503077892,0.328055757,0.764224524,0.55095315,0.37244365,0.429860999
"190 ""SRGAP2""",9.621999328,7.466316997,4.028605595,3.139294662,25.50239786,25.87041478,53.89007681,32.52049305,13.87524504,15.45884842,19.47881435,15.26999393,21.29051397,2.165665524,1.803218663,0.457053486,1.400987757,8.505410896,14.16783443,10.70104467,9.835745674,2.032118776,1.670556248,1.324002534,1.477643083,1.740853827,1.477514915
"191 ""SRSF11""",NA,NA,NA,NA,49.78924851,287.5681109,NA,NA,NA,NA,NA,69.19184797,128.5889218,1642.535596,1232.284964,NA,NA,231.6798196,298.558744,147.6850684,75.51672094,NA,NA,NA,NA,NA,NA
"192 ""SYNPR""",NA,NA,NA,NA,165.9193114,300.1738066,NA,NA,NA,NA,NA,36.36843633,187.4668734,915.6603119,980.1128684,NA,NA,179.619361,301.0395188,NA,101.6173839,NA,NA,NA,NA,NA,NA
"193 ""SYTL2""",NA,NA,NA,NA,176.1926148,181.2654215,NA,NA,NA,NA,NA,25.46603188,158.5412815,299.6530841,347.3990013,NA,NA,20.48928351,51.89066467,146.7894924,525.9047258,NA,NA,NA,NA,NA,NA
"194 ""TAOK1""",1.417929556,1.167220399,1.192384613,1.179455364,NA,2.737970912,1.192834875,1.585165276,0.408490016,0.647876153,1.068995869,1.04107596,6.434361049,1.217218141,1.046266192,0.922573098,1.418852547,3.726403514,4.308210153,2.855727418,1.775484625,0.435182757,0.773971997,0.706928912,0.432933222,NA,0.565326428
"195 ""TAOK2""",0.089400975,0.072233297,NA,NA,0.597341628,NA,0.116614067,0.094779706,NA,NA,NA,0.944251271,4.760477627,0.13719966,0.131781324,NA,NA,0.436418479,0.355371774,0.330892611,0.202744707,NA,NA,0.058214667,0.042722821,NA,0.052869829
"196 ""TBR1""",2.544515413,2.118178836,2.747806764,1.212732225,NA,13.36996647,12.1781205,15.04901961,10.64182372,4.456514444,11.6037204,17.03773793,31.60125993,1.340398295,1.366160793,1.078014133,0.964341313,3.402845756,3.940115207,2.777331582,3.259240677,0.314774718,0.737376965,1.122013494,1.025383702,0.504896123,0.388779657
"197 ""TCF4""",0.376101035,0.462084555,0.492744038,0.601605467,0.774192248,0.859809474,0.507417367,0.499989337,0.381124885,0.378386574,0.507726148,0.631599862,3.034290806,0.421645007,0.454022682,1.413988409,0.637409518,1.416438124,1.251777252,1.299594377,0.897363229,0.157262822,0.306008486,0.21850679,0.109458924,0.090472754,0.161906905
"198 ""TCF7L2""",0.187587622,0.171320634,0.396647357,0.363159584,NA,NA,0.448191599,0.353069406,0.231335701,0.199209031,0.279471454,1.112628076,0.747436287,0.335713004,0.317281239,0.303171686,0.365323279,1.201304604,1.744515019,0.793409086,0.639494826,0.116454865,0.230089672,0.125465015,0.087688972,NA,0.071751418
"199 ""TEK""",0.709439746,0.510227992,0.533499309,0.524987881,NA,NA,0.464084949,0.391397499,0.485589892,0.478391926,0.26604907,1.805835927,3.345600505,0.314626126,0.432022715,0.67679836,0.720341645,1.631332584,5.70271754,1.288584403,0.736758207,0.216498147,0.302241441,0.114982843,0.130649611,0.097494334,0.093037285
"200 ""TGFB3""",NA,NA,NA,NA,142.4473651,NA,NA,NA,NA,NA,NA,174.9484849,187.1398434,821.9026842,NA,NA,NA,159.6779935,23.69918352,151.6083035,NA,NA,NA,NA,NA,NA,NA
"201 ""TIAL1""",0.136652545,0.115356265,0.393059295,0.311655271,1.256951292,1.105880692,NA,NA,0.163342608,0.186883049,0.439807685,1.085727046,0.907260173,1.182130891,0.323364444,0.42709111,0.342446683,0.966674888,1.131336053,0.817926874,0.667816546,0.155850797,0.206305783,0.35350074,0.160864953,0.100994513,0.182967191
"202 ""TJAP1""",0.049072587,0.046522586,0.039866024,0.030708635,0.251228421,0.86500135,0.049313863,0.031892694,0.061514054,0.011197114,0.035319365,0.09455066,0.858231591,0.026707919,0.029633821,0.021505885,0.007996019,0.025752833,0.026550925,0.02606716,0.026337527,0.025863362,0.024193138,0.035047385,0.016507014,NA,0.033182648
"203 ""TLE4""",0.091392868,0.091725632,0.144923525,0.148337963,0.337624482,NA,0.121344147,0.080276361,0.101249519,0.145447462,0.091613064,0.081843844,0.20959553,0.534398294,NA,0.154413588,0.106801551,0.506011948,0.520587925,0.30941011,0.266232072,0.0692738,0.083191963,0.10825407,0.081556879,0.066835468,0.062268447
"204 ""TMEM8B""",0.360701168,0.228464561,0.183073334,0.323003201,NA,NA,0.567096531,0.275791488,0.141451155,0.081521832,0.227089685,0.819196779,1.213144689,0.875743985,NA,0.347287861,0.108427634,0.486810203,0.545970478,0.410729064,0.435580005,0.09314145,0.146844586,0.061836225,0.037637467,NA,0.064328479
"205 ""TMTC2""",NA,NA,NA,NA,NA,120.1888857,NA,524.2587439,NA,NA,NA,166.6378178,668.7456469,NA,NA,NA,NA,39.74261923,388.3880066,171.6191507,436.7843984,NA,NA,NA,NA,NA,NA
"206 ""TRIB2""",0.62498888,0.511811753,0.705141165,0.507238002,NA,NA,1.01136341,0.799349525,0.351937924,0.788456102,0.508804853,1.298387326,6.588214243,0.373255615,0.380829332,0.43474492,0.507772223,0.738908407,1.63463467,0.836502533,0.924047495,0.256736632,0.209213675,0.202510193,0.192658261,0.105749183,0.133395253
"207 ""TRIM66""",0.281485403,0.212240081,0.256488393,0.260751535,NA,NA,0.62301939,0.437589847,0.409942079,0.400746396,0.403953865,2.148653873,8.136907941,0.241437882,0.496507078,0.355595724,0.443590924,0.963618782,0.828441547,0.701368452,0.585662365,0.122651088,0.158890332,0.092828061,0.051594779,0.053421668,0.054904998
"208 ""TRP63""",0.124151449,0.130885824,0.144572162,0.16316624,0.418325677,0.676467993,0.136256382,0.342006673,0.12259123,0.110421238,0.177705178,0.422595608,0.466092878,0.224284654,0.165324943,0.24727503,0.137734529,0.475476421,0.734832688,0.368454218,0.332078416,0.103686853,0.139645279,0.090902516,0.04403408,0.048813996,0.028454328
"209 ""TRPM7""",1.595885392,1.507160068,2.266228614,1.813513812,1.357147002,7.813240371,1.407383087,1.893018785,1.495394885,1.49214346,1.777039712,3.600319471,5.114824378,2.133408049,1.743847133,1.389972411,1.548002896,9.238895335,10.98708477,9.888065842,6.780636194,1.388882225,2.51343981,0.473407474,0.241400941,0.271778634,0.318081606
"210 ""TSGA10""",0.413664299,0.420431317,0.650746786,0.630391455,NA,NA,0.878879929,0.607311009,0.788122045,0.420331447,0.588837686,0.844516821,2.460096534,0.587816292,0.579321505,0.86069126,0.599391142,2.063517596,1.351529277,2.476474334,1.967538192,0.264224622,0.423843538,0.184638672,0.201634097,0.103928836,0.118575595
"211 ""TULP4""",0.199865961,0.164094697,0.240134856,0.299590113,NA,0.472598072,0.326262981,0.23429588,0.236652571,0.209855397,0.297029326,0.263163758,0.885172796,0.320424118,0.303858022,0.218862398,0.222089779,0.908895753,1.187477427,0.715313624,0.584509732,0.128026709,0.286133778,0.109778207,0.099099173,0.057090142,0.077868687
"212 ""UBE3A""",0.198100558,0.161438455,0.192066363,0.205089184,0.668177252,NA,0.170132589,0.147702529,0.365085404,0.219211043,0.198501308,0.560355998,0.728852161,0.265240166,0.805400555,0.369095898,0.180125237,0.521968359,0.639497781,0.850889973,0.443180168,0.069540192,0.122169934,0.12427024,0.047259417,0.043322146,0.047764684
"213 ""UBE4B""",8.386431791,6.815085714,8.339619576,8.782060543,19.45469229,19.83631505,14.6516937,14.73771296,12.90773852,8.199287839,16.92351735,10.54188307,38.42695276,2.172534409,3.699943342,1.908194756,1.984617283,10.58801521,15.03936292,16.46049152,12.70969228,1.729611478,3.350466722,3.95630892,3.580978064,2.284977194,2.492100573
"214 ""UNC79""",11.6154119,8.776284483,3.141901865,6.095510531,NA,NA,30.21816682,20.13907187,NA,NA,NA,13.99128599,45.53619188,4.09106133,1.690496598,2.889669819,1.057395957,8.659066173,5.02349572,7.095145712,4.015588973,1.281281549,1.980521134,NA,7.095923705,6.156114614,7.402635667
"215 ""VWC2L""",0.634950892,0.609098949,1.032811001,1.062082118,NA,NA,4.558390131,3.669774494,3.34700844,2.133436901,4.244563551,2.009701388,6.503215819,1.479530819,1.077385602,0.336493714,0.728608548,1.847163533,1.766202696,1.413040152,1.422449701,0.304375069,0.496402377,0.222446065,0.311359618,0.175098039,0.205325444
"216 ""WDTC1""",0.199663568,0.173205622,0.546311615,0.351672042,NA,NA,0.802507422,1.104755455,0.787405528,0.870653791,0.732391841,1.726481887,3.898180867,0.595170607,0.58000735,0.7355066,0.285836341,5.391529713,4.940524185,4.895677238,3.992414081,1.092390638,1.238657343,0.050976257,0.060160668,0.040014672,0.085640752
"217 ""WSB1""",153.6326629,120.0493249,62.61092008,145.7614678,17.63743768,NA,179.2570428,400.1448699,205.0206695,232.860067,280.9902493,37.21288182,264.9111713,110.7969097,171.9014586,5.326898771,14.58634073,77.72336354,33.15486931,109.9484347,97.19277705,36.75449889,47.56899824,33.34312204,NA,21.52461835,NA
"218 ""ZBTB38""",6.484817687,6.342834263,5.531000945,8.849584402,NA,NA,8.401495354,8.225591923,8.902727506,6.041464495,6.807400586,9.066024949,39.02720162,5.132652946,3.024659437,2.472926798,2.25548701,13.99173525,21.66636618,19.47244418,24.89392069,2.755026069,5.357195263,0.778483677,1.037544281,1.710755373,1.154143808
"219 ""ZC3H6""",0.519689089,0.444342995,0.473153723,0.898250308,NA,NA,2.623965119,2.56228718,12.62038887,9.770037221,15.88822791,1.399862459,7.225128737,0.531231166,0.638879887,1.181893153,1.695303748,3.057496983,5.041474406,2.681152193,3.32080354,0.263057852,0.811140738,0.330745101,0.15099345,0.101664218,0.129800173
"220 ""ZEB2""",NA,NA,1.157087123,0.930257192,NA,NA,NA,NA,NA,NA,NA,1.515490351,24.96004796,0.734644559,1,3.50978089,NA,NA,NA,NA,NA,0.821426499,NA,NA,NA,NA,NA
"221 ""ZFHX4""",0.277933899,0.248423939,3.065046608,3.254013698,NA,NA,NA,0.573459019,0.130870004,0.151842129,0.117639337,0.242163744,0.566137854,NA,0.145567148,0.233212108,0.31210675,0.401275688,0.541632424,0.388099402,0.494784666,0.058138228,0.105308648,0.179608455,0.136561008,0.087604805,0.181815227
"222 ""ZFP462""",NA,NA,NA,NA,NA,NA,195.5815688,524.1634389,NA,NA,NA,26.72453064,239.1465914,278.061025,230.6315681,NA,NA,22.44916755,42.46972039,162.0540103,NA,NA,NA,NA,NA,NA,NA
"223 ""ZFP532""",0.20368996,0.185355806,0.223583508,0.146936322,NA,NA,0.385538213,0.256405149,0.254047707,0.388975965,0.295671148,0.352998538,0.417589087,0.383693667,0.488574736,0.460906739,0.669368006,1.016752224,0.867283987,0.756335231,0.688590361,0.104108076,0.225086467,0.113432306,0.059977756,0.104604564,0.06786554
"224 ""ZFP608""",0.09749602,0.100220887,5.04519123,5.684771243,0.402824695,0.45356852,0.131857665,0.133111271,0.096369828,0.11217931,0.071128101,0.188062268,0.244678986,0.37748135,0.239352487,NA,0.21746611,0.651820706,1.412308634,0.642961706,0.613550196,0.149225,0.191183017,0.064784066,0.049796746,0.022521593,0.050137064
"225 ""ZFX""",0.656566633,0.745344126,0.807619017,0.87889713,0.726885037,1.742181294,1.391312287,0.573812484,0.801719947,0.815566902,0.821652102,2.375410236,4.222069882,0.455289535,0.63221153,0.472948054,0.53565239,3.57981587,3.429781147,3.416046844,1.638445618,0.268338614,0.669673717,0.371753308,0.413789417,0.1379266,0.181659675
"226 ""ZIC5""",0.536462444,0.521157789,0.78889196,1.050557874,NA,NA,0.69673042,0.539442879,0.752957243,0.931656428,0.753687892,0.826672683,2.466858102,1.032783699,1.115430672,2.07451979,1.912827676,4.259882552,6.410467034,3.896299736,4.086025423,0.491080899,0.950122149,0.407559989,0.181293474,0.135375449,0.338087143
,5.974155237,6.803905605,0.701829385,0.894155746,12.08696253,33.01972585,19.0594118,23.86359159,0.528762578,1.134498713,1.320614732,2.529023954,15.95086116,1.513305156,1.772758095,0.720073464,0.592341555,4.915920582,6.812964244,6.155474497,3.213957887,0.449379092,0.77216066,3.830178139,4.073691382,2.745231502,3.078549715
,1.004985753,1.001124091,1.278204978,1.068972383,NA,NA,0.976329278,0.934628415,0.527480847,0.651265164,1.143916416,1.035234774,7.587771811,0.632509572,0.461902411,0.979949133,0.626573937,1.840810898,2.782781099,1.955840177,1.738797823,0.222962233,0.365987298,0.278596326,0.25169283,0.258123908,0.211206452
,2.156787891,1.890027693,2.842200735,3.331369523,NA,8.967864035,4.458352213,3.686495015,3.525490401,3.253102725,3.69927833,3.958973181,6.975109161,2.135158432,3.128838942,1.842310765,1.733387382,5.023690086,4.749159257,4.113879069,2.330444323,0.403460387,1.076474345,0.608675727,0.625755104,0.727652911,0.460586385
,0.154411612,0.139397382,0.239860029,0.382732193,NA,NA,0.642547424,0.590125518,0.632579418,0.491099324,0.441589163,0.928662795,7.77975596,0.440614393,0.735034408,0.570798299,0.370987191,0.508499568,0.694914731,0.602689826,0.458061641,0.070084039,0.140036491,0.13197527,0.067624563,0.030371002,0.068708793
,0.147108685,0.141828752,0.139891737,0.217257361,NA,NA,0.33913821,0.291130998,0.15130208,0.093379452,0.172191276,0.868037762,2.747244502,0.227462295,0.193631742,0.37644741,0.240975532,0.715672379,0.860520582,0.395998501,0.527117965,0.090848007,0.15151456,0.133761974,0.073507348,0.045227389,0.06159003
,5.237578603,5.056237636,6.118279471,6.064783506,NA,NA,6.417451411,7.343896736,5.224074706,4.929325089,6.27230786,8.981398132,20.20084231,2.528974616,3.317638043,1.704993131,1.544822484,6.325431385,9.074957714,5.577031112,5.544066497,0.802821427,1.520289364,1.057515918,1.139480882,1.042832208,1.133437244
,0.602397457,0.453619784,0.569576201,0.822271831,1.6200138,NA,1.202737157,0.525789908,0.368777705,0.522434101,0.514000748,1.765551463,4.513772385,0.317800213,0.458668338,0.663048898,0.336938491,2.322859385,3.178034958,1.896432667,1.554305641,0.188482536,0.56747245,0.414032786,0.260500494,0.251304946,0.091344274
,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.377186695,3.165463891,1.62616512,NA,2.097074721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,3.838030617,3.099464796,4.268633374,6.06857941,7.771338816,10.60213817,10.23578185,8.83249815,6.730722411,3.512645833,6.61543875,2.822076259,8.880914492,2.811402785,2.969800744,2.91792427,2.734567997,9.565024923,15.93200048,13.37079395,13.53925586,2.281363636,3.497475008,1.430568068,1.058931446,0.724966193,0.802936337
,0.90060618,0.701206816,1.119491899,1.11719325,NA,NA,0.801115945,0.727268136,0.599989051,0.592972246,1.173428136,2.270239273,2.643403003,1.319852863,0.730765311,1.279826151,0.740162956,1.789321227,1.809698956,1.799030918,1.508383382,0.213371615,0.402527612,0.29778921,0.316319148,0.197187074,0.119872484
,0.188117109,0.154745411,0.291294131,0.424360093,NA,NA,NA,NA,0.257635349,0.294670059,0.414643319,0.68322561,1.420550651,0.208733705,0.235829799,0.131595538,0.410642444,1.051709459,0.874674798,0.901725253,0.707388291,0.082251454,0.15777415,0.067754076,0.071805033,0.052821428,0.090277111
,0.094431264,0.091663127,0.143466808,0.229101707,0.245823655,0.505926807,0.066086753,0.085974664,0.131021953,0.087072121,0.141952995,0.079044994,0.189761383,0.211275186,0.17209601,0.179436181,0.153799141,0.703710035,0.781471655,0.659547117,0.511071556,0.061832923,0.11477534,0.080420153,0.034597308,0.041825977,0.068676218
,0.243262535,0.231977672,0.497779583,0.705432504,0.503567806,NA,0.246492373,0.430696869,0.608588999,0.325210941,0.4157061,0.366416664,0.968692012,0.563597031,0.561510056,0.514317207,0.289891599,1.121074068,1.791773161,0.962894833,0.840542121,0.176179389,0.333509024,0.203672387,0.101078155,0.046445221,0.07957425
,3.044241829,2.971168637,3.730295844,5.344473176,NA,NA,5.213960939,5.682338346,8.997918067,3.062297855,4.945933047,3.718465831,3.854536331,2.908207581,6.323289672,2.762506479,1.498471819,11.06796145,9.305353883,11.15827158,9.357730982,1.688806463,2.222918742,0.427890594,0.273861367,0.377017148,0.399771779
,0.157960145,0.192256714,0.185047125,0.313856906,0.881353203,NA,0.470825451,0.618443561,0.32872664,0.306505217,0.406863026,2.976912358,3.577206594,0.574444678,0.366515999,1.839906374,0.831003708,1.145795104,1.684907083,1.361024171,0.849234396,0.059650514,0.266223718,0.093131985,0.131088755,0.044864068,0.1164059
,0.171700111,0.154506868,0.144453231,0.209273588,0.674526655,NA,0.182604718,0.180652572,0.17983791,0.115139894,0.15963429,1.130525545,0.153469229,0.142239594,0.178875828,0.150164588,0.8099965,0.383190468,0.251159267,0.377448369,0.237905011,0.068336384,0.0891948,0.295594409,0.138549962,0.119639582,0.084567809
,14.02012529,NA,NA,NA,NA,NA,122.842085,285.4560626,NA,NA,NA,117.5292756,259.9597621,1017.163966,175.5294725,NA,NA,37.19184146,48.60873782,119.2221067,71.89220955,NA,NA,NA,NA,NA,NA
,0.580043334,0.548276601,0.742598885,0.974809273,NA,NA,0.990964019,0.727041403,1.044741207,1.171098411,1.087946986,0.793222147,1.300314012,1.241406568,0.850521123,0.759231847,1.156050218,1.71716219,1.911916942,1.58389254,1.01269941,0.242958139,0.465959058,0.133781611,0.17547268,0.113583384,0.122256993
,3.135849046,2.44522135,1.622910849,2.284636483,16.55063528,9.50973193,15.1898957,16.45349451,8.334904935,9.929623675,15.13519178,2.556875553,9.211643603,1.88270422,3.096931694,1.418107304,2.201599638,4.452848292,3.650655088,4.526018235,3.361298347,0.378538271,0.887728267,0.69002185,0.463087248,0.36475102,0.332326929
,NA,NA,NA,NA,NA,181.3552205,192.5860623,103.7921333,NA,NA,NA,33.75161439,291.8496008,1583.686134,NA,NA,NA,22.99159192,101.6751767,99.67100329,NA,NA,NA,NA,NA,NA,NA
,3.0982804,2.014266995,NA,NA,NA,NA,35.38470085,30.80434074,NA,NA,NA,4.419924982,21.99043008,2.607920152,2.075331086,NA,NA,5.300955018,5.396961762,4.935987501,5.67668706,NA,NA,1.040083124,0.890457576,1.009008626,1.180718457
,1.921943335,2.494263012,4.826227569,5.610661262,NA,NA,NA,2.406584985,1.194677191,3.058911029,1.128298226,4.656160927,6.407081221,4.870313341,3.827696329,2.593225166,3.820115505,10.90582568,11.84900569,6.742644336,7.703180017,2.334703792,4.727661029,0.722485909,0.403593242,0.435022471,0.699995217
,0.31612147,0.349218895,0.595141393,0.902754033,1.143605356,1.063347556,0.508727635,0.725379627,0.446472388,0.486553851,0.474504202,0.833431969,2.761882381,1.70882765,1.307786781,0.994626422,1.04698208,2.898021631,3.196648663,2.325108812,2.166073036,0.318274272,0.670571326,0.232949822,0.21766894,0.101483206,0.15678066
,0.383652714,0.429244811,0.4092865,0.572225922,1.281022157,1.544183121,0.74162203,0.899544265,0.506337558,0.455101508,0.584846325,0.512448024,2.037472187,0.435744979,0.475248547,0.386866832,0.313858418,0.754669879,0.539203645,0.785056029,0.512886367,0.133638894,0.192424478,0.265369169,0.249177227,0.159719219,0.124557996
,0.309129575,0.425453977,0.96100076,0.828117286,NA,37.49398162,3.977267523,2.650467677,2.208496918,1.355892957,2.266541577,0.934484697,4.322572103,1.066819158,0.741039927,NA,0.762010023,1.093723309,1.571761245,1.330915471,0.870523562,0.183185014,0.315793197,0.340553365,0.176309914,0.20789115,0.08753062
,0.14688183,0.154875124,0.533329136,0.55410682,NA,NA,0.554753142,0.291376435,0.236483468,0.279175992,0.293152409,0.537700672,2.273916853,0.351659831,0.407003953,1.001324449,0.485746678,0.764907991,1.058966389,0.665115191,0.564747845,0.113954227,0.276178156,0.119729193,0.075699509,0.069027114,0.054238626
,0.199097342,0.155054823,0.529828715,0.618951853,0.5828512,NA,0.283014552,0.35155778,0.226798783,0.104294636,0.188706993,0.287064244,0.442601268,0.423830396,0.460560287,0.235766289,0.210202163,0.985771326,1.862546873,0.809318827,1.126170982,0.111631916,0.238991112,0.146083079,0.08174332,0.066406464,0.066043105
,0.151114272,0.156679255,0.373892456,0.378257512,NA,1.411774317,0.62210925,0.651576621,0.832382831,0.684515014,0.350509117,0.425115686,1.341228086,0.850220662,0.922046175,1.978750589,1.859743736,1.429536864,1.433343054,1.104495357,1.207696579,0.159858777,0.426664082,0.10120079,0.065089661,0.049519913,0.062106592
